,Count,priority,issuetype,is_assigned,comment_count,link_count,affect_count,fix_count,has_priority_change,has_desc_change,has_fix_change,reporter_rep,assignee_workload
21003,3,4,*6,1, 57, 1, 0,* 2,0,0,*26,0.82997481, 3
21004,1,4,6,1, 58, 1, 0, 2,0,0,*27,0.82997481, 3
21146,1,*5,1,1,  3, 0, 2, 2,0,0, 1,0.86363636,14
21155,1,4,*6,1, 10, 1, 0, 0,0,0, 0,0.94809689, 3
21158,1,4,*6,1, 17, 2, 0, 3,0,0, 1,0.96000000, 1
21191,1,2,4,1, 10, 6, 0, 1,*2,0, 1,0.50000000, 1
21308,1,3,1,*0,  3, 0, 2, 1,0,0,12,0.91780822, 8
21345,1,3,1,*0,  5, 0, 1, 0,0,0, 2,0.60000000, 2
21374,1,2,*2,1, 12, 2, 0, 1,0,0, 0,0.61538462, 6
21477,1,*1,1,1, 14, 0, 0, 3,1,0, 0,0.82329317,24
21488,1,4,*6,1,  5, 0, 0, 1,0,0, 1,0.94845361, 4
21680,1,4,*2,1,  1, 0, 1, 1,0,0, 0,0.71428571,92
21684,1,3,*2,1, 30, 0, 0, 3,0,0, 1,0.50000000, 4
21685,1,*2,1,1, 21, 0, 1, 3,0,0, 1,0.83116883,12
21714,1,4,*2,1,  6, 0, 1, 1,0,0, 1,0.60000000, 3
21796,1,4,*2,1,  1, 0, 1, 1,0,0, 0,0.71428571,92
21868,1,4,*2,1, 12, 0, 0, 2,0,0, 1,0.50000000,10
21959,2,*1,*2,1, 19, 3, 1, 1,0,0, 0,0.84090909, 3
21984,1,4,*2,1,  1, 0, 1, 1,0,0, 0,0.88235294,92
22085,5,*2,1,*0, 18, 0,* 4,* 0,*0,0, 1,0.89964158, 7
22086,1,2,1,*0, 18, 0, 4, 0,0,0, 1,0.88888889, 7
22087,1,2,1,*0, 18, 0, 4, 0,0,0, 1,0.89966555, 7
22168,1,3,*6,1,  8, 0, 0, 3,0,0, 1,0.82213439,24
22378,1,3,7,1,  7, 0, 0, 4,0,0, 0,0.84724409,* 1
