issuekey	days	death	priority	issuetype	reporterrep	no_fixversion	no_issuelink	no_affectversion
AXISCPP-215	24	1	3	4	1.0	1	0	1
AXISCPP-216	117	1	3	4	1.0	1	0	1
AXISCPP-217	42	1	3	2	1.0	1	0	1
AXISCPP-219	33	1	4	4	1.0	1	0	1
AXISCPP-220	28	1	3	4	1.0	1	0	1
AXISCPP-221	101	1	3	4	1.0	0	0	1
AXISCPP-428	20	1	3	4	3.0	1	0	1
AXISCPP-985	0	1	3	4	1.0	1	0	1
BEAM-4	5	1	3	1	1.0	0	0	0
BEEHIVE-237	0	1	3	1	1.0	0	0	0
BEEHIVE-254	77	1	3	1	1.0	1	0	1
BEEHIVE-3	0	1	3	1	1.0	1	0	0
BEEHIVE-357	60	1	4	4	1.0	1	0	1
BEEHIVE-36	66	1	5	1	1.0	1	0	0
BEEHIVE-486	10	1	3	1	1.0	1	0	1
BEEHIVE-545	6	1	4	4	1.0	1	0	1
BEEHIVE-575	0	1	4	1	1.0	0	0	1
BEEHIVE-7	7	1	3	3	1.0	1	0	1
BIGTOP-1265	0	1	3	1	2.0	1	0	1
BIGTOP-1284	27	1	3	5	2.0	1	3	0
BIGTOP-1343	0	1	4	3	2.0	1	0	1
BIGTOP-1381	128	1	3	1	1.0	1	0	1
BIGTOP-2188	0	1	3	1	2.0	2	1	1
BIGTOP-2189	15	1	3	1	2.0	1	3	1
BIGTOP-2190	5	1	3	1	3.0	2	2	1
BIGTOP-2191	4	1	2	1	3.0	2	1	1
BIGTOP-2197	0	1	3	1	4.0	0	2	1
BIGTOP-2198	0	1	3	1	4.0	2	2	1
BIGTOP-2240	8	1	2	1	4.0	1	0	1
BIGTOP-2255	0	1	2	1	4.0	2	0	1
BIGTOP-2264	28	1	3	1	4.0	1	3	1
BIGTOP-2265	29	1	3	1	4.0	1	2	1
BIGTOP-2288	2	1	3	1	4.0	1	0	1
BIGTOP-293	7	1	4	5	1.0	1	0	1
BIGTOP-299	0	1	4	5	1.0	1	0	0
BIGTOP-300	0	1	4	5	1.0	1	0	0
BIGTOP-301	0	1	4	5	1.0	1	0	1
BIGTOP-457	2	1	3	1	3.0	1	0	0
BIGTOP-476	798	1	4	4	1.0	1	0	1
BIGTOP-511	988	1	3	1	1.0	0	0	1
BIGTOP-514	0	1	5	4	1.0	1	0	1
BIGTOP-518	364	1	3	1	2.0	1	0	1
BIGTOP-536	232	1	4	4	2.0	1	0	1
BIGTOP-662	52	1	2	1	1.0	1	0	1
BIGTOP-663	43	1	1	1	1.0	1	0	1
BIGTOP-664	52	1	1	1	1.0	1	0	1
BIGTOP-667	79	1	3	1	1.0	1	0	1
BIGTOP-668	0	1	3	1	2.0	1	0	1
BIGTOP-669	4	1	3	1	2.0	2	0	1
BIGTOP-670	89	1	3	4	2.0	1	0	1
BIGTOP-671	5	1	3	4	1.0	1	0	1
BIGTOP-673	0	1	4	4	1.0	1	0	1
BIGTOP-723	806	1	3	2	1.0	1	0	0
BIGTOP-926	16	1	1	5	3.0	1	0	1
BIGTOP-927	146	1	3	4	2.0	1	1	1
BIGTOP-928	0	1	3	1	2.0	1	1	1
BIGTOP-929	0	1	3	1	2.0	1	0	0
BIGTOP-930	0	1	3	1	1.0	1	0	1
BIGTOP-931	0	1	3	4	3.0	1	0	1
BIGTOP-932	130	1	3	5	2.0	1	0	1
BIGTOP-933	13	1	1	5	2.0	1	0	0
BIGTOP-934	0	1	2	1	2.0	1	0	1
BIGTOP-935	12	1	2	1	2.0	1	0	0
BIGTOP-936	12	1	2	1	2.0	1	0	0
BIGTOP-937	0	1	3	1	2.0	1	0	0
BLUR-74	4	1	3	1	1.0	1	0	1
BOOKKEEPER-324	1	1	3	1	2.0	2	0	0
BOOKKEEPER-325	71	1	3	5	1.0	1	1	1
BOOKKEEPER-326	40	1	1	1	2.0	2	1	1
BOOKKEEPER-327	18	1	4	1	1.0	2	1	2
BOOKKEEPER-328	2	1	4	4	1.0	1	0	1
BOOKKEEPER-329	2	1	3	1	2.0	2	1	2
BOOKKEEPER-330	16	1	3	1	2.0	1	1	2
BOOKKEEPER-331	21	1	3	5	2.0	1	4	0
BOOKKEEPER-332	39	1	3	5	2.0	1	0	0
BOOKKEEPER-333	49	1	3	5	2.0	1	0	0
BOOKKEEPER-334	56	1	3	5	2.0	1	1	0
BOOKKEEPER-335	56	1	3	5	2.0	1	1	0
BOOKKEEPER-336	156	1	3	1	2.0	1	1	1
BOOKKEEPER-820	0	1	3	4	1.0	2	0	1
BOOKKEEPER-821	163	1	3	1	2.0	1	0	1
BOOKKEEPER-892	1	1	4	5	1.0	1	0	1
BOOKKEEPER-893	1	1	4	1	1.0	1	0	1
CACTUS-197	81	1	3	1	1.0	1	0	1
CALCITE-763	5	1	4	1	4.0	1	0	1
CALCITE-793	53	1	3	1	4.0	1	1	1
CAMEL-1069	1464	1	4	2	1.0	1	0	0
CAMEL-1077	2301	1	3	4	1.0	1	0	3
CAMEL-1260	1189	1	3	4	1.0	1	0	0
CAMEL-2823	1356	1	3	2	1.0	1	1	0
CAMEL-2939	1681	1	3	2	1.0	1	0	1
CAMEL-3168	1639	1	4	2	4.0	1	0	0
CAMEL-3195	1521	1	4	2	1.0	1	0	0
CAMEL-3305	1552	1	4	4	4.0	1	0	0
CAMEL-3613	0	1	4	5	2.0	1	0	1
CAMEL-3933	1048	1	4	3	1.0	1	0	1
CAMEL-4494	1121	1	3	2	1.0	1	0	1
CAMEL-5113	1021	1	3	4	1.0	1	0	0
CAMEL-5301	901	1	3	2	1.0	1	1	1
CAMEL-5398	1001	1	4	4	1.0	2	0	0
CAMEL-5414	80	1	3	1	1.0	3	0	1
CAMEL-5415	0	1	3	1	1.0	2	0	3
CAMEL-5416	120	1	3	2	1.0	1	0	0
CAMEL-5417	0	1	3	1	1.0	2	0	1
CAMEL-5418	0	1	3	2	4.0	1	0	0
CAMEL-5419	0	1	4	1	4.0	2	0	2
CAMEL-5420	82	1	3	1	1.0	1	1	1
CAMEL-5423	212	1	4	1	1.0	1	0	1
CAMEL-5424	0	1	4	1	1.0	1	0	1
CAMEL-5425	375	1	4	3	4.0	1	0	1
CAMEL-5426	139	1	3	1	2.0	3	0	1
CAMEL-5428	0	1	5	3	1.0	1	0	1
CAMEL-5429	1	1	4	1	1.0	2	0	1
CAMEL-5430	1	1	4	4	1.0	2	0	0
CAMEL-5431	0	1	4	4	1.0	2	0	0
CAMEL-5432	0	1	3	1	1.0	3	0	1
CAMEL-5433	0	1	3	4	4.0	3	0	1
CAMEL-5434	0	1	3	1	1.0	1	0	1
CAMEL-5806	818	1	4	4	1.0	1	0	0
CAMEL-6014	762	1	3	4	1.0	1	1	1
CAMEL-6099	618	1	3	4	4.0	1	0	0
CAMEL-6134	711	1	3	1	4.0	1	0	1
CAMEL-6284	15	1	4	1	4.0	3	0	0
CAMEL-6285	31	1	5	4	3.0	2	0	0
CAMEL-6286	0	1	4	4	1.0	1	0	1
CAMEL-6287	127	1	3	1	1.0	1	0	2
CAMEL-6290	30	1	4	4	3.0	2	0	1
CAMEL-6291	131	1	3	1	1.0	2	0	1
CAMEL-6292	91	1	4	4	3.0	1	0	2
CAMEL-6293	7	1	3	4	1.0	2	0	1
CAMEL-6296	33	1	3	4	1.0	1	1	1
CAMEL-6297	3	1	3	1	1.0	2	0	1
CAMEL-6298	3	1	5	1	1.0	3	0	3
CAMEL-6299	3	1	4	4	3.0	2	0	1
CAMEL-632	2423	1	3	4	1.0	1	1	0
CAMEL-9404	0	1	3	3	1.0	1	0	1
CASSANDRA-1020	3	1	2	1	2.0	1	0	0
CASSANDRA-2022	54	1	4	1	1.0	1	0	0
CASSANDRA-2327	0	1	4	1	3.0	1	0	0
CASSANDRA-2434	1119	1	3	1	1.0	1	1	0
CASSANDRA-4398	27	1	5	4	1.0	1	0	0
CASSANDRA-4399	3	1	4	1	2.0	1	0	0
CASSANDRA-4400	3	1	4	1	1.0	1	0	0
CASSANDRA-4401	8	1	4	1	1.0	1	0	0
CASSANDRA-4402	130	1	5	1	1.0	1	0	0
CASSANDRA-4403	1	1	4	1	3.0	2	0	0
CASSANDRA-4404	0	1	3	1	3.0	1	0	0
CASSANDRA-4406	69	1	3	4	2.0	1	0	0
CASSANDRA-4408	0	1	5	4	1.0	1	0	0
CASSANDRA-4409	0	1	5	1	2.0	1	0	0
CASSANDRA-4411	11	1	3	1	1.0	2	0	0
CASSANDRA-4413	0	1	5	3	2.0	1	0	0
CASSANDRA-4414	8	1	3	4	2.0	1	1	0
CASSANDRA-4415	354	1	3	2	2.0	1	1	0
CASSANDRA-4416	89	1	4	4	1.0	1	0	0
CASSANDRA-4419	6	1	4	1	1.0	1	1	0
CASSANDRA-4420	1	1	3	1	1.0	1	0	0
CASSANDRA-4421	355	1	3	4	1.0	1	0	0
CASSANDRA-4422	0	1	4	4	3.0	1	0	0
CASSANDRA-4423	81	1	4	4	1.0	1	0	0
CASSANDRA-4427	22	1	3	1	1.0	1	0	0
CASSANDRA-4430	449	1	4	4	1.0	1	1	0
CASSANDRA-4672	35	1	4	1	3.0	1	0	0
CASSANDRA-4914	700	1	3	2	3.0	1	4	0
CASSANDRA-4954	798	1	3	2	1.0	1	0	0
CASSANDRA-4959	716	1	5	4	2.0	2	2	0
CASSANDRA-4987	745	1	3	4	2.0	1	2	0
CASSANDRA-5160	0	1	5	1	1.0	1	1	0
CASSANDRA-5162	0	1	4	1	1.0	1	0	0
CASSANDRA-5174	793	1	4	3	2.0	1	2	0
CASSANDRA-5184	654	1	3	2	1.0	1	1	0
CASSANDRA-5449	637	1	4	1	3.0	1	1	0
CASSANDRA-5472	13	1	3	1	1.0	1	0	0
CASSANDRA-5475	0	1	5	1	1.0	1	0	0
CASSANDRA-5476	67	1	3	1	1.0	1	0	0
CASSANDRA-5478	39	1	5	1	1.0	1	1	0
CASSANDRA-5481	469	1	4	1	1.0	2	0	0
CASSANDRA-5483	595	1	4	4	1.0	1	0	0
CASSANDRA-5484	16	1	3	1	1.0	1	1	0
CASSANDRA-5488	34	1	4	1	1.0	2	0	0
CASSANDRA-5489	69	1	4	1	1.0	1	0	0
CASSANDRA-5490	4	1	5	4	1.0	1	0	0
CASSANDRA-5492	69	1	4	4	3.0	1	0	0
CASSANDRA-5495	0	1	5	4	1.0	2	0	0
CASSANDRA-5496	0	1	4	1	1.0	1	0	0
CASSANDRA-5497	0	1	4	1	3.0	2	0	0
CASSANDRA-5498	68	1	4	1	2.0	1	1	0
CASSANDRA-553	65	1	4	2	1.0	1	0	0
CASSANDRA-745	1	1	3	2	1.0	1	0	0
CASSANDRA-747	0	1	4	2	1.0	0	0	0
CASSANDRA-787	6	1	4	1	1.0	1	0	0
CASSANDRA-946	24	1	4	4	2.0	1	0	0
CAY-1124	1224	1	3	1	1.0	1	1	1
CAY-1210	1740	1	3	4	1.0	1	0	0
CAY-1717	0	1	3	4	1.0	1	0	1
CAY-1718	2	1	3	3	2.0	1	0	1
CAY-1719	10	1	3	1	1.0	1	0	1
CAY-1721	0	1	3	1	1.0	3	0	3
CAY-1781	0	1	5	1	2.0	1	0	1
CAY-1782	597	1	3	1	3.0	1	0	3
CAY-1809	1	1	4	4	2.0	2	0	0
CAY-1832	0	1	4	1	3.0	1	0	1
CAY-1840	26	1	4	4	4.0	1	0	1
CAY-1844	21	1	4	4	4.0	1	0	1
CAY-1847	66	1	4	4	4.0	1	0	1
CAY-1862	0	1	4	4	4.0	1	0	1
CAY-1863	355	1	4	1	4.0	1	0	1
CAY-1864	355	1	3	4	4.0	0	0	1
CAY-1894	0	1	4	4	4.0	1	0	3
CAY-1902	457	1	4	4	4.0	1	0	1
CAY-1945	1	1	4	4	4.0	0	0	1
CAY-781	0	1	3	1	1.0	1	0	3
CAY-957	1706	1	3	1	1.0	2	4	3
CB-1	35	1	3	1	1.0	0	0	0
CB-1000	20	1	3	1	1.0	1	3	1
CB-1001	0	1	3	3	3.0	1	0	0
CB-1002	13	1	5	1	1.0	1	0	1
CB-1004	1	1	3	1	1.0	1	0	1
CB-1005	6	1	3	1	1.0	1	0	1
CB-1008	0	1	3	1	2.0	1	0	1
CB-1010	0	1	3	1	4.0	1	0	2
CB-1013	6	1	3	4	1.0	1	0	1
CB-1014	0	1	3	1	2.0	1	0	1
CB-1015	2	1	1	1	1.0	1	0	1
CB-1016	0	1	3	1	3.0	1	0	1
CB-1018	1	1	4	1	3.0	1	0	1
CB-1019	7	1	4	1	2.0	1	0	1
CB-1048	263	1	4	1	1.0	0	0	1
CB-1129	36	1	3	1	2.0	1	0	1
CB-115	94	1	3	1	1.0	1	2	1
CB-1317	10	1	4	4	3.0	1	0	0
CB-136	65	1	4	1	1.0	1	1	1
CB-146	31	1	3	2	1.0	1	0	1
CB-147	31	1	3	2	1.0	1	0	1
CB-148	69	1	3	1	1.0	1	2	1
CB-149	33	1	4	1	2.0	1	1	0
CB-153	33	1	3	1	1.0	1	0	0
CB-154	0	1	3	1	1.0	1	0	3
CB-156	26	1	3	1	1.0	1	0	1
CB-157	7	1	2	1	1.0	1	0	1
CB-158	25	1	2	1	1.0	1	0	1
CB-161	18	1	3	1	1.0	1	0	1
CB-162	152	1	3	2	2.0	1	0	1
CB-163	81	1	4	1	1.0	1	0	1
CB-164	101	1	3	1	1.0	1	0	1
CB-166	0	1	3	3	3.0	1	0	0
CB-167	6	1	3	3	3.0	1	0	0
CB-169	113	1	4	3	3.0	1	0	0
CB-170	299	1	3	3	2.0	1	0	0
CB-172	13	1	3	1	1.0	1	0	3
CB-173	53	1	3	1	2.0	1	0	1
CB-174	38	1	2	1	1.0	1	0	1
CB-1756	0	1	3	1	2.0	1	0	1
CB-1757	0	1	3	1	2.0	1	0	1
CB-1758	0	1	3	1	3.0	1	0	1
CB-178	38	1	3	1	1.0	1	0	0
CB-179	148	1	3	4	1.0	1	0	0
CB-183	83	1	3	1	1.0	1	1	1
CB-184	0	1	4	1	1.0	1	0	0
CB-185	0	1	4	1	1.0	1	0	0
CB-187	0	1	3	1	1.0	1	0	1
CB-188	0	1	4	1	1.0	1	0	1
CB-189	98	1	3	1	1.0	1	0	1
CB-209	6	1	2	4	1.0	1	1	1
CB-2104	0	1	3	4	1.0	1	0	1
CB-2106	0	1	3	1	1.0	1	0	1
CB-2108	1	1	4	1	4.0	1	0	1
CB-2109	0	1	3	1	1.0	1	0	1
CB-2115	5	1	3	3	2.0	1	0	0
CB-2116	0	1	3	5	2.0	1	0	0
CB-2117	0	1	3	5	2.0	1	0	0
CB-2118	0	1	3	5	2.0	1	0	0
CB-2119	0	1	3	5	2.0	1	0	0
CB-2120	0	1	3	5	2.0	1	0	0
CB-2121	1	1	3	5	2.0	1	0	0
CB-2122	0	1	3	5	2.0	1	0	0
CB-2123	0	1	3	5	2.0	1	0	0
CB-2124	0	1	3	5	2.0	1	0	0
CB-2125	0	1	3	5	2.0	1	0	0
CB-2126	0	1	3	5	2.0	1	0	0
CB-2127	0	1	3	5	2.0	1	0	0
CB-2128	0	1	3	5	2.0	1	0	0
CB-2129	0	1	3	5	2.0	1	0	0
CB-2130	0	1	3	5	2.0	1	0	0
CB-2131	0	1	3	5	2.0	1	0	0
CB-2132	0	1	3	5	2.0	1	0	0
CB-2133	0	1	3	5	2.0	1	0	0
CB-2134	0	1	3	5	2.0	1	0	0
CB-2135	0	1	3	5	2.0	1	0	0
CB-2136	0	1	3	5	2.0	1	0	0
CB-2137	0	1	3	5	2.0	1	0	0
CB-2138	0	1	3	5	2.0	1	0	0
CB-2139	0	1	3	5	2.0	1	0	0
CB-214	86	1	3	3	1.0	1	0	1
CB-2140	0	1	3	5	2.0	1	0	0
CB-2141	0	1	3	5	2.0	1	0	0
CB-2142	0	1	3	5	2.0	1	0	0
CB-2143	1	1	3	5	2.0	1	0	0
CB-2144	0	1	3	5	2.0	1	0	0
CB-2145	0	1	3	5	2.0	1	0	0
CB-2146	0	1	3	5	2.0	1	0	0
CB-2147	0	1	3	5	2.0	1	0	0
CB-2148	0	1	3	5	2.0	1	0	0
CB-2149	0	1	3	5	2.0	1	0	0
CB-2150	0	1	3	5	2.0	1	0	0
CB-2151	1	1	3	5	2.0	1	0	0
CB-2152	1	1	3	5	2.0	1	0	0
CB-2153	5	1	3	5	2.0	1	0	0
CB-2154	7	1	3	1	1.0	1	0	2
CB-2155	7	1	3	1	2.0	1	0	1
CB-2156	66	1	3	2	1.0	1	0	1
CB-2157	137	1	3	2	1.0	1	0	2
CB-2158	54	1	3	1	1.0	1	0	2
CB-2159	7	1	3	1	4.0	1	0	0
CB-2162	8	1	3	3	4.0	1	0	0
CB-2163	147	1	3	1	1.0	1	0	3
CB-2168	2	1	4	5	1.0	1	0	1
CB-2169	196	1	4	5	1.0	1	1	2
CB-2170	120	1	4	5	1.0	1	0	1
CB-2171	2	1	3	1	1.0	1	0	1
CB-2173	34	1	3	2	2.0	1	0	0
CB-2175	1	1	3	1	1.0	1	0	1
CB-219	6	1	3	3	2.0	1	0	1
CB-2335	672	1	3	5	1.0	1	1	3
CB-2520	599	1	3	2	1.0	1	1	1
CB-2609	16	1	5	1	3.0	1	0	0
CB-2611	1	1	5	1	3.0	1	0	0
CB-2612	1	1	5	1	3.0	0	0	0
CB-2645	0	1	2	1	3.0	0	0	1
CB-2646	15	1	4	2	3.0	1	0	0
CB-2649	2	1	1	1	3.0	1	1	1
CB-2670	0	1	4	1	4.0	1	0	1
CB-2695	0	1	4	1	4.0	1	0	1
CB-2696	0	1	4	1	4.0	1	0	1
CB-2790	1	1	2	1	4.0	1	0	1
CB-289	57	1	4	1	1.0	1	0	1
CB-2896	24	1	2	1	4.0	1	0	1
CB-2897	0	1	3	5	4.0	1	0	1
CB-2899	0	1	5	1	4.0	1	0	1
CB-2905	42	1	3	1	4.0	1	1	1
CB-2913	3	1	3	2	4.0	1	0	1
CB-2957	0	1	3	2	4.0	1	0	1
CB-3004	9	1	4	2	4.0	1	0	1
CB-3024	0	1	4	1	4.0	1	0	1
CB-3029	732	1	3	1	1.0	1	4	1
CB-3039	0	1	4	1	1.0	1	0	1
CB-3040	17	1	3	1	1.0	1	0	1
CB-3044	0	1	4	1	1.0	1	0	0
CB-3046	7	1	3	1	1.0	1	0	1
CB-3049	0	1	4	1	2.0	1	0	0
CB-3050	1	1	3	4	3.0	1	0	1
CB-3052	0	1	3	1	1.0	1	0	1
CB-3053	5	1	3	1	1.0	1	0	2
CB-3059	0	1	3	1	3.0	1	0	1
CB-3060	0	1	3	1	3.0	1	0	1
CB-3062	2	1	3	1	4.0	1	1	2
CB-3066	0	1	3	4	1.0	1	0	1
CB-3067	0	1	1	1	4.0	1	0	1
CB-3068	25	1	4	1	1.0	1	0	2
CB-3069	0	1	4	1	3.0	1	0	1
CB-3072	5	1	3	3	1.0	1	0	0
CB-3073	0	1	3	5	1.0	1	0	0
CB-3074	4	1	3	5	1.0	1	0	0
CB-3075	0	1	3	5	1.0	1	0	0
CB-3076	4	1	3	5	1.0	1	0	0
CB-3077	0	1	3	5	1.0	1	0	0
CB-3078	1	1	3	5	1.0	1	0	0
CB-3079	4	1	3	5	1.0	1	0	0
CB-3080	0	1	3	5	1.0	1	0	0
CB-3081	5	1	3	5	1.0	1	0	0
CB-3082	1	1	3	5	1.0	1	0	0
CB-3083	4	1	3	5	1.0	1	0	0
CB-3084	4	1	3	5	1.0	1	0	0
CB-3085	5	1	3	5	1.0	1	0	0
CB-3086	1	1	3	5	1.0	1	0	0
CB-3087	1	1	3	5	1.0	1	0	0
CB-3088	0	1	3	5	1.0	1	0	0
CB-3089	0	1	3	5	1.0	1	0	0
CB-3090	0	1	3	5	1.0	1	0	0
CB-3091	0	1	3	5	1.0	1	0	0
CB-3092	0	1	3	5	1.0	1	0	0
CB-3093	0	1	3	5	1.0	1	0	0
CB-3094	0	1	3	5	1.0	1	0	0
CB-3095	0	1	3	5	1.0	1	0	0
CB-3096	0	1	3	5	1.0	1	0	0
CB-3097	0	1	3	5	1.0	1	0	0
CB-3098	0	1	3	5	1.0	1	0	0
CB-3099	1	1	3	5	1.0	1	0	0
CB-3100	4	1	3	5	1.0	1	0	0
CB-3101	0	1	3	5	1.0	1	0	0
CB-3102	1	1	3	5	1.0	1	0	0
CB-3103	5	1	3	5	1.0	1	0	0
CB-3104	4	1	3	5	1.0	1	0	0
CB-3105	4	1	3	5	1.0	1	0	0
CB-3106	0	1	3	5	1.0	1	0	0
CB-3107	1	1	3	5	1.0	1	0	0
CB-3108	5	1	3	5	1.0	1	0	0
CB-3109	1	1	3	5	1.0	1	0	0
CB-3110	1	1	3	5	1.0	1	0	0
CB-3111	4	1	3	5	1.0	1	0	0
CB-3112	0	1	3	5	1.0	1	0	0
CB-3113	0	1	3	5	1.0	1	0	0
CB-3114	5	1	3	5	1.0	1	0	0
CB-316	0	1	3	1	4.0	1	2	1
CB-3160	18	1	1	5	4.0	1	0	0
CB-3164	165	1	3	1	1.0	1	1	1
CB-3165	0	1	3	5	1.0	1	0	0
CB-3166	25	1	3	5	1.0	1	0	0
CB-3167	88	1	3	5	1.0	1	0	0
CB-3168	28	1	3	5	1.0	1	0	0
CB-3169	28	1	3	5	1.0	1	0	0
CB-3170	91	1	3	5	1.0	1	0	0
CB-3171	40	1	3	5	1.0	1	0	0
CB-3172	165	1	3	1	1.0	1	1	0
CB-3173	89	1	3	5	1.0	1	0	0
CB-3174	96	1	3	5	1.0	1	0	0
CB-3175	83	1	3	5	1.0	1	0	0
CB-3176	91	1	3	5	1.0	1	0	0
CB-3177	91	1	3	5	1.0	1	0	0
CB-3178	91	1	3	5	1.0	1	0	0
CB-3179	83	1	3	5	1.0	1	0	0
CB-3180	193	1	3	1	1.0	1	0	1
CB-3182	84	1	4	4	4.0	1	0	1
CB-3183	0	1	4	1	1.0	1	0	1
CB-3191	115	1	4	2	1.0	1	1	3
CB-3192	0	1	3	1	4.0	1	1	1
CB-3193	87	1	3	1	1.0	1	0	3
CB-3194	87	1	3	5	1.0	1	0	0
CB-3195	87	1	3	5	1.0	1	0	0
CB-3196	87	1	3	5	1.0	1	0	0
CB-3197	87	1	3	5	1.0	1	0	0
CB-3198	87	1	3	5	1.0	1	0	0
CB-3199	87	1	3	5	1.0	1	0	0
CB-3200	87	1	3	5	1.0	1	0	0
CB-3201	87	1	3	5	1.0	1	0	0
CB-3206	159	1	3	5	1.0	1	0	1
CB-3208	269	1	3	5	1.0	1	0	1
CB-3209	202	1	3	5	1.0	1	0	1
CB-3210	3	1	3	3	3.0	1	0	0
CB-3382	0	1	1	1	4.0	0	1	0
CB-3401	35	1	3	2	4.0	1	1	1
CB-3738	0	1	4	1	1.0	1	0	1
CB-3757	6	1	2	1	1.0	1	1	1
CB-3928	355	1	3	1	4.0	1	1	1
CB-54	135	1	3	1	1.0	1	1	0
CB-563	203	1	3	3	3.0	0	0	0
CB-5723	0	1	5	1	1.0	1	0	0
CB-5726	0	1	3	1	1.0	1	0	1
CB-5728	0	1	3	1	1.0	1	1	1
CB-5730	8	1	3	1	1.0	1	0	1
CB-5736	0	1	3	1	4.0	1	0	0
CB-5738	98	1	3	1	1.0	1	0	0
CB-5740	0	1	4	2	4.0	1	0	0
CB-5751	138	1	3	1	1.0	1	0	1
CB-5752	1	1	3	1	1.0	1	0	1
CB-5768	5	1	3	1	1.0	1	0	1
CB-5774	4	1	4	1	1.0	1	0	1
CB-6415	40	1	3	1	1.0	1	2	1
CB-6437	37	1	3	4	2.0	1	4	1
CB-672	0	1	3	3	3.0	1	0	1
CB-673	0	1	3	3	3.0	1	0	1
CB-6822	16	1	3	1	3.0	1	0	1
CB-6969	219	1	3	1	2.0	1	1	1
CB-6990	333	1	3	5	4.0	1	0	1
CB-7499	7	1	4	1	1.0	1	0	1
CB-807	0	1	4	1	1.0	1	0	1
CB-8173	9	1	3	3	1.0	0	0	0
CB-8419	13	1	3	4	1.0	0	0	0
CB-9109	22	1	3	4	1.0	0	0	0
CB-9165	17	1	3	1	1.0	0	0	0
CB-9195	12	1	3	1	2.0	0	0	0
CB-938	34	1	3	1	1.0	0	0	1
CB-939	0	1	4	1	1.0	1	0	1
CB-986	10	1	3	1	1.0	1	0	1
CB-987	10	1	3	1	1.0	1	0	1
CB-989	10	1	2	1	1.0	1	3	1
CB-990	1	1	3	1	4.0	1	0	1
CB-991	8	1	3	1	2.0	1	0	1
CB-992	3	1	4	1	1.0	1	0	1
CB-993	8	1	3	1	1.0	1	0	1
CB-994	29	1	2	1	1.0	1	1	1
CB-995	29	1	5	1	1.0	1	0	1
CB-996	0	1	3	1	4.0	1	0	1
CB-997	2	1	3	1	1.0	2	0	1
CB-998	7	1	3	1	1.0	1	0	3
CB-999	7	1	4	1	2.0	1	0	1
CELIX-50	243	1	4	1	1.0	1	0	2
CHUKWA-130	957	1	4	1	1.0	1	0	0
CHUKWA-153	1078	1	4	1	1.0	1	0	2
CHUKWA-317	1015	1	4	4	2.0	1	2	1
CHUKWA-344	69	1	1	2	1.0	1	4	2
CHUKWA-645	0	1	3	4	3.0	1	0	1
CLEREZZA-725	0	1	3	4	1.0	0	0	1
CLEREZZA-740	797	1	3	3	2.0	0	0	0
CLEREZZA-808	0	1	3	3	3.0	0	0	0
CLIMATE-107	7	1	1	4	1.0	1	0	1
CLIMATE-110	40	1	3	1	4.0	1	0	1
CLIMATE-129	0	1	1	3	4.0	1	0	0
CLIMATE-137	299	1	3	2	1.0	1	4	1
CLIMATE-168	4	1	1	1	4.0	1	0	1
CLIMATE-177	0	1	1	1	4.0	1	0	1
CLIMATE-186	9	1	2	1	1.0	1	0	1
CLIMATE-213	28	1	3	3	4.0	1	1	1
CLIMATE-235	7	1	3	5	4.0	1	0	1
CLIMATE-236	12	1	3	5	4.0	1	0	1
CLIMATE-237	15	1	3	5	4.0	1	0	1
CLIMATE-250	0	1	3	1	4.0	1	0	2
CLIMATE-262	321	1	3	4	4.0	1	0	1
CLIMATE-263	20	1	3	5	4.0	1	0	1
CLIMATE-264	20	1	3	5	4.0	1	0	1
CLIMATE-265	433	1	3	4	4.0	1	0	1
CLIMATE-266	0	1	3	5	4.0	1	0	1
CLIMATE-268	2	1	3	5	4.0	1	0	1
CLIMATE-272	0	1	2	1	4.0	1	0	1
CLIMATE-274	4	1	3	4	4.0	1	0	1
CLIMATE-276	4	1	3	4	4.0	1	0	1
CLIMATE-281	0	1	3	5	4.0	1	0	1
CLIMATE-283	0	1	3	1	4.0	1	0	1
CLIMATE-3	40	1	3	3	4.0	1	0	1
CLIMATE-320	217	1	5	1	1.0	1	0	1
CLIMATE-321	3	1	3	1	4.0	1	0	1
CLIMATE-351	0	1	3	4	2.0	1	0	1
CLIMATE-381	48	1	4	3	4.0	1	0	1
CLIMATE-389	45	1	3	4	4.0	0	0	1
CLIMATE-4	0	1	3	3	4.0	1	0	1
CLIMATE-400	0	1	3	3	4.0	0	0	1
CLIMATE-441	29	1	3	4	4.0	1	0	1
CLIMATE-450	0	1	3	4	4.0	1	0	1
CLIMATE-467	415	1	4	4	1.0	1	0	1
CLIMATE-489	6	1	4	4	4.0	1	0	1
CLIMATE-5	0	1	2	1	4.0	1	0	1
CLIMATE-508	257	1	3	4	2.0	1	0	1
CLIMATE-53	0	1	2	1	4.0	1	0	1
CLIMATE-564	315	1	3	4	2.0	1	0	1
CLIMATE-569	306	1	2	4	3.0	1	4	1
CLIMATE-6	17	1	3	3	4.0	1	0	1
CLIMATE-611	311	1	1	3	3.0	1	0	1
CLIMATE-632	205	1	5	4	3.0	1	0	1
CLIMATE-633	12	1	5	4	3.0	1	0	1
CLIMATE-641	51	1	2	1	3.0	1	0	1
CLIMATE-643	163	1	3	4	3.0	1	0	1
CLIMATE-648	0	1	3	4	3.0	1	0	1
CLIMATE-650	0	1	3	1	3.0	1	0	1
