,Count,priority,issuetype,is_assigned,comment_count,link_count,affect_count,fix_count,has_priority_change,has_desc_change,has_fix_change,reporter_rep,assignee_workload
30651,1,3,*2,1, 16, 1, 2, 2,0,0, 1,0.57142857, 4
30673,1,3,*2,1, 12, 0, 1, 4,0,0, 1,0.66666667, 1
30679,1,*2,1,1, 19, 1, 0, 0,0,0, 0,0.92339760,40
30709,1,3,1,1, 38, 1, 2, 4,0,*1, 3,0.57142857, 3
30739,1,5,*6,1,  6, 0, 0, 1,0,0, 0,0.88888889,28
30740,1,5,*6,1,  7, 0, 0, 1,0,0, 0,0.88888889,28
30741,1,5,*6,1,  8, 0, 0, 1,0,0, 0,0.88888889,28
30778,1,3,4,1, 92, 4, 0, 4,0,*6, 2,0.57142857,27
30787,1,3,*3,1,  6, 0, 1, 3,0,0, 1,0.74103586,43
30790,2,3,*3,1,  7, 0,* 1, 3,0,0, 1,0.74103586,40
30805,1,*1,1,1, 10, 0, 0, 4,0,1, 0,0.89534884,20
30806,1,*1,1,1, 25, 0, 0, 4,0,1, 0,0.89534884,20
30807,1,*1,1,1, 28, 0, 0, 4,0,1, 0,0.89534884,20
30808,3,*1,1,1, 29, 0, 0, 4,*0,*1, 0,0.89534884,20
30814,1,3,1,1, 16, 0, 0,* 6,0,0, 2,0.89534884,20
30843,2,3,*2,1, 10, 4, 0, 1,0,*2, 0,0.63128492,29
30879,1,2,*2,1,  4, 2, 0, 1,0,0, 0,0.96610169, 4
30914,1,3,*7,1,  9, 1, 2, 2,0,0, 1,0.75000000,10
30946,1,3,4,1, 88, 0, 2, 2,2,*6, 2,0.33333333, 1
30948,2,3,4,1, 90, 1, 2, 1,*2,*6, 4,0.66666667, 1
30951,1,4,1,*0,  8, 0, 0, 0,0,0, 0,0.95522388, 8
30954,1,4,1,*0,  9, 1, 0, 0,0,0, 2,0.95522388,20
31058,2,3,*1,1,  9, 0, 0,* 6,0,0, 1,0.89565217,21
31079,1,3,3,*0, 20, 1, 0, 0,0,0, 0,0.92327631,12
31143,1,3,1,1, 16,* 1, 1, 3,0,0, 0,0.83174603, 6
31268,1,3,*2,1, 11, 0, 1, 2,0,0, 1,0.82649842, 6
31270,1,3,*2,1, 13, 0, 1, 3,0,0, 2,0.82649842, 6
31313,1,3,7,1,  4, 0, 0,* 6,0,0, 1,0.89595376,22
31404,1,3,1,1, 12, 0, 0, 0,0,*1, 0,0.89634146, 6
31416,1,3,7,*0,  4, 0, 0, 0,0,0, 0,0.93377483, 9
31470,1,*1,1,1, 30, 0, 1, 3,1,1, 1,0.81159420,11
31472,3,3,*7,1,  3, 0,* 1,* 6,0,0, 1,0.91743119,13
31487,1,4,*6,1,  1, 1, 0, 0,0,0, 0,0.90000000, 5
31591,2,*4,*3,1, 14, 0, 0, 2,0,0, 0,0.72868217,11
