index.orig	training	test	optimism	index.corrected	n
0.545106302184264	0.542996678594652	0.544406424381976	-0.00140974578732411	0.546516047971588	1
0.319118117865932	0.32163941156392	0.317500262820002	0.00413914874391758	0.314978969122014	1
1	1	0.986980706030457	0.0130192939695435	0.986980706030457	1
0.210559744030211	0.212767369963367	0.209346674009274	0.00342069595409228	0.207139048076119	1
-1.29741554337182e-05	-1.30210381244209e-05	3.61593135771613e-05	-4.91803517015822e-05	3.6206196267864e-05	1
0.210572718185645	0.212780391001491	0.209310514695697	0.00346987630579387	0.207102841879851	1
2.70424339734922	2.71907132437125	2.68039724509956	0.038674079271694	2.66556931807753	1
