,Count,priority,issuetype,is_assigned,comment_count,link_count,affect_count,fix_count,has_priority_change,has_desc_change,has_fix_change,reporter_rep,assignee_workload
26050,3,*4,1,*0,  5, 0,0,4,0,*1, 1,0.86192469, 8
26053,1,3,*3,1,  7, 0,0,0,0,0, 0,0.73069680,51
26056,3,3,*3,*0,  5, 0,*4,0,0,0, 0,0.50000000, 8
26057,1,4,1,1,  3, 0,1,1,0,0, 1,*0.20000000, 3
26065,1,*2,1,1, 12, 0,0,3,0,0, 1,0.69565217, 9
26067,1,*2,1,1,  7, 0,0,0,0,1, 0,0.53488372,16
26068,1,3,*3,0,  1, 0,0,0,0,0, 0,0.50000000, 8
26109,1,4,4,0,  9, 0,0,0,*1,0, 0,0.81927711, 8
26115,2,3,*2,1,  3, 0,1,*5,0,0, 1,0.72881356,52
26116,2,3,*2,1,  3, 0,1,*5,0,0, 1,0.73069680,51
26117,1,3,*2,1,  3, 0,1,5,0,0, 1,0.73170732,52
26121,1,3,*2,1,  3, 0,1,5,0,0, 1,0.73644860,49
26131,1,3,*2,1,  4, 0,1,5,0,0, 2,0.73260073,48
26291,2,3,*2,1, 20, 1,1,3,0,0,*13,0.84581498,11
26334,1,4,1,1, 10, 0,*4,3,0,0, 1,0.85950413,18
26389,4,3,*2,*1,  1, 0,1,1,0,0, 0,*0.85294118,*92
26406,1,3,4,1, 24, 1,0,1,0,0, 1,*0.93951613, 7
26622,2,*5,*2,1,  3, 0,0,0,0,0, 0,0.80693069,17
26626,1,3,1,0,  5, 1,2,0,0,*1, 0,0.50000000, 8
26691,1,3,*7,1, 24, 0,2,1,0,0, 1,0.82302405,15
26694,2,*2,*6,0,  4, 0,1,0,0,1, 0,0.50000000, 8
26700,2,*2,1,1, 18, 0,3,3,*1,0, 3,0.69565217, 9
26887,1,*1,1,1, 40, 0,0,1,1,0, 4,0.86743044, 3
26889,1,3,1,1,  9, 0,*4,3,0,0, 1,0.84722222, 6
26893,2,*2,1,1, 23, 0,3,3,*1,0, 1,0.87500000, 5
26897,1,*2,1,1, 17, 0,3,3,0,0, 1,0.87500000, 5
26916,3,3,*7,1,  8,* 1,0,0,0,*1, 0,0.68421053,10
26925,2,4,1,1,  6, 0,1,3,*1,0, 1,*0.94166667, 6
