issuekey	start	end	is_dead	priority	is_assigned	issuetype	has_priority_change
HBASE-2784	0	1483	1	2	1	3	0
HBASE-15822	0	5	0	3	0	7	0
HBASE-15822	5	18	1	3	1	7	0
HBASE-16117	0	104	1	3	1	1	0
HBASE-6333	0	1	1	4	1	4	0
HBASE-8352	0	1	1	1	1	1	1
HBASE-2317	0	1152	1	4	0	1	0
HBASE-16478	0	996	0	3	1	7	0
HBASE-21298	0	217	0	3	0	4	0
HBASE-19403	0	80	0	3	0	7	0
HBASE-19403	80	531	0	3	1	7	0
HBASE-9035	0	4	1	3	0	1	0
HBASE-10076	0	5	0	3	0	1	0
HBASE-10076	5	13	1	3	1	1	0
HBASE-15425	0	2	1	3	1	1	0
HBASE-16505	0	47	1	3	1	7	0
HBASE-3794	0	1	0	3	0	1	0
HBASE-3794	1	8	1	3	1	1	0
HBASE-20241	0	1	1	2	1	7	0
HBASE-17562	0	2	0	3	0	7	0
HBASE-17562	2	3	1	3	1	7	0
HBASE-8427	0	1	1	1	1	1	1
HBASE-21585	0	39	0	3	0	7	0
HBASE-21585	39	64	1	3	1	7	0
HBASE-13013	0	7	1	3	1	7	0
HBASE-21274	0	222	0	3	0	7	0
HBASE-14458	0	28	1	2	1	1	0
HBASE-19541	0	22	1	4	1	7	0
HBASE-6736	0	403	1	3	0	1	0
HBASE-450	0	91	1	3	0	2	0
HBASE-1296	0	1934	1	3	0	1	0
HBASE-3940	0	9	0	4	0	4	0
HBASE-3940	9	13	1	1	0	4	1
HBASE-10240	0	1282	0	3	0	4	0
HBASE-10240	1282	1288	0	2	0	4	1
HBASE-10240	1288	1355	1	2	1	4	1
HBASE-17885	0	314	0	3	1	1	0
HBASE-17885	314	470	0	3	0	1	0
HBASE-17885	470	473	1	3	1	1	0
HBASE-10679	0	7	1	2	1	1	0
HBASE-5827	0	68	0	3	0	4	0
HBASE-5827	68	752	0	3	1	4	0
HBASE-5827	752	2583	0	3	0	4	0
HBASE-9586	0	1	1	3	1	7	0
HBASE-1983	0	387	1	3	0	4	0
HBASE-2234	0	15	0	3	1	4	0
HBASE-2234	15	20	1	1	1	4	1
HBASE-8549	0	708	0	3	1	1	0
HBASE-8549	708	2159	1	3	0	1	0
HBASE-12514	0	13	1	3	1	1	0
HBASE-15940	0	1078	0	3	1	1	0
HBASE-6438	0	19	0	3	1	1	0
HBASE-6438	19	57	1	3	1	1	0
HBASE-16309	0	39	1	3	1	1	0
HBASE-16955	0	12	1	3	1	3	0
HBASE-7323	0	483	1	3	0	7	0
HBASE-8715	0	2169	0	4	0	2	0
HBASE-18920	0	299	0	3	0	1	0
HBASE-18920	299	306	0	3	0	1	0
HBASE-18920	306	592	0	3	1	1	0
HBASE-16915	0	937	0	3	0	7	0
HBASE-11810	0	5	1	3	0	4	0
HBASE-17894	0	768	0	3	1	14	0
HBASE-13236	0	1	1	4	1	4	0
HBASE-10918	0	13	0	3	0	7	0
HBASE-10918	13	17	0	2	0	7	1
HBASE-10918	17	19	1	2	1	7	1
HBASE-8541	0	134	0	3	0	4	0
HBASE-8541	134	176	1	3	1	7	0
HBASE-19747	0	8	0	3	0	7	0
HBASE-19747	8	9	1	3	1	7	0
HBASE-13546	0	3	1	3	1	1	0
HBASE-17619	0	8	1	3	1	7	0
HBASE-2399	0	499	0	2	1	1	0
HBASE-2399	499	505	1	2	1	1	0
HBASE-5921	0	1659	1	4	0	4	0
HBASE-253	0	3	1	4	0	1	0
HBASE-7936	0	3	0	3	0	3	0
HBASE-7936	3	4	1	3	1	3	0
HBASE-13919	0	1430	0	3	0	13	0
HBASE-3206	0	1373	1	3	0	4	0
HBASE-21401	0	2	0	3	1	7	0
HBASE-21401	2	55	1	2	1	7	1
HBASE-8167	0	2247	0	3	1	4	0
HBASE-12860	0	1451	0	4	1	4	0
HBASE-12860	1451	1582	0	4	0	4	0
HBASE-9486	0	1	0	3	0	1	0
HBASE-9486	1	2	0	3	1	1	0
HBASE-9486	2	3	1	2	1	1	1
HBASE-7419	0	10	0	3	0	7	0
HBASE-7419	10	18	1	3	1	7	0
HBASE-15148	0	1	1	3	1	1	0
HBASE-20793	0	324	0	3	0	1	0
HBASE-20900	0	303	0	3	1	7	0
HBASE-231	0	2	1	3	0	1	0
HBASE-19607	0	2	0	5	0	1	0
HBASE-19607	2	508	0	5	1	1	0
HBASE-16271	0	13	1	3	1	1	0
HBASE-766	0	8	1	2	1	1	0
HBASE-20634	0	4	0	2	0	1	1
HBASE-20634	4	11	1	2	1	1	1
HBASE-7557	0	584	1	2	0	2	0
HBASE-20075	0	12	1	4	1	3	1
HBASE-3165	0	1360	1	3	1	1	0
HBASE-18915	0	34	1	2	0	1	0
HBASE-1695	0	3	1	4	1	3	0
HBASE-11747	0	1	0	3	0	1	0
HBASE-11747	1	1526	0	3	0	7	0
HBASE-11747	1526	1736	0	2	0	7	1
HBASE-6508	0	5	1	3	1	4	0
HBASE-4330	0	5	0	3	1	1	0
HBASE-4330	5	11	1	3	1	1	0
HBASE-4761	0	9	1	4	1	4	0
HBASE-8270	0	1	0	3	0	1	0
HBASE-8270	1	2	1	3	1	1	0
HBASE-20415	0	1	1	3	1	3	0
HBASE-10644	0	1	1	3	1	1	0
HBASE-10141	0	132	1	4	1	4	0
HBASE-14493	0	1	0	3	0	3	0
HBASE-14493	1	19	1	4	1	3	1
HBASE-13523	0	2	0	4	0	1	0
HBASE-13523	2	3	1	4	1	1	0
HBASE-6276	0	23	0	4	1	1	1
HBASE-6276	23	503	1	4	0	1	1
HBASE-15126	0	3	1	3	1	1	0
HBASE-9720	0	10	1	3	1	6	0
HBASE-15254	0	867	0	3	1	4	0
HBASE-15254	867	1190	0	3	0	4	0
HBASE-1731	0	233	1	3	0	1	0
HBASE-652	0	5	0	1	0	1	1
HBASE-652	5	6	0	1	1	1	1
HBASE-652	6	20	1	1	1	1	1
HBASE-6764	0	2437	0	3	0	4	0
HBASE-15216	0	3	0	3	0	1	0
HBASE-15216	3	5	1	3	1	1	0
HBASE-16565	0	982	0	3	0	4	0
HBASE-6544	0	11	1	3	1	2	0
HBASE-1684	0	57	1	3	1	2	0
HBASE-15365	0	1	1	3	1	1	0
HBASE-4516	0	74	0	4	0	6	0
HBASE-4516	74	134	1	4	1	6	0
HBASE-7101	0	82	1	3	0	1	0
HBASE-14911	0	659	0	3	1	7	0
HBASE-14911	659	1261	0	3	1	1	0
HBASE-4544	0	44	1	3	0	7	0
HBASE-2727	0	32	1	1	1	1	0
HBASE-667	0	828	1	3	0	1	0
HBASE-19772	0	3	1	3	1	7	0
HBASE-7450	0	3	0	3	0	1	0
HBASE-7450	3	14	1	3	1	1	0
HBASE-12437	0	12	0	3	1	1	0
HBASE-12437	12	1652	0	3	0	1	0
HBASE-10868	0	1	1	3	1	6	0
HBASE-19581	0	12	1	5	1	7	0
HBASE-21683	0	1	1	2	1	1	0
HBASE-18726	0	69	1	4	0	7	0
HBASE-9183	0	2106	0	3	0	1	0
HBASE-2426	0	392	1	4	0	2	0
HBASE-12973	0	3	0	4	0	4	0
HBASE-12973	3	6	1	4	1	4	0
HBASE-7290	0	29	0	3	0	1	0
HBASE-7290	29	75	0	3	1	1	0
HBASE-7290	75	77	1	1	1	1	1
HBASE-22291	0	4	1	3	1	4	0
HBASE-11084	0	1846	0	3	1	4	0
HBASE-19980	0	2	0	3	0	1	0
HBASE-19980	2	4	1	3	1	1	0
HBASE-8396	0	1	1	3	1	1	0
HBASE-634	0	1	1	3	0	1	0
HBASE-11389	0	290	1	4	1	4	0
HBASE-19625	0	507	0	3	0	1	0
HBASE-6502	0	19	1	4	1	4	0
HBASE-15520	0	1	1	3	1	1	0
HBASE-10877	0	3	1	4	0	4	0
HBASE-1336	0	14	1	3	0	1	0
HBASE-20123	0	26	1	3	0	1	0
HBASE-747	0	1	1	3	1	2	0
HBASE-19443	0	1	0	3	0	1	0
HBASE-19443	1	48	1	2	0	1	1
HBASE-9338	0	8	0	2	1	1	1
HBASE-9338	8	22	1	1	1	1	1
HBASE-9953	0	164	0	4	0	6	0
HBASE-9953	164	165	1	4	1	6	0
HBASE-6512	0	4	1	3	0	1	0
HBASE-21645	0	14	1	4	1	4	0
HBASE-16576	0	2	1	3	1	1	0
HBASE-4345	0	71	1	3	1	7	0
HBASE-11420	0	4	1	3	0	1	0
HBASE-16212	0	3	0	5	0	6	1
HBASE-16212	3	118	1	3	0	4	1
HBASE-15511	0	149	0	3	0	4	0
HBASE-15511	149	509	1	3	1	4	0
HBASE-2932	0	75	0	4	1	4	0
HBASE-2932	75	128	1	3	0	4	1
HBASE-11268	0	2	1	3	1	1	0
HBASE-19398	0	531	0	4	0	1	0
HBASE-18106	0	31	0	3	0	7	0
HBASE-18106	31	100	0	2	0	7	1
HBASE-18106	100	107	1	2	1	7	1
HBASE-8345	0	11	1	4	1	4	0
HBASE-5416	0	307	0	3	1	4	0
HBASE-5416	307	333	1	3	1	4	0
HBASE-8120	0	29	1	3	0	1	0
HBASE-8775	0	655	1	4	0	4	0
HBASE-12433	0	736	1	3	0	1	0
HBASE-8125	0	1	0	3	0	1	0
HBASE-8125	1	4	1	3	1	1	0
HBASE-6657	0	22	1	4	1	1	0
HBASE-7379	0	1	0	3	1	1	0
HBASE-7379	1	145	0	3	1	7	0
HBASE-7379	145	156	0	4	1	7	1
HBASE-7379	156	300	1	4	0	7	1
HBASE-4885	0	1	1	3	1	1	0
HBASE-10540	0	1170	1	4	1	1	0
HBASE-13988	0	8	1	4	1	1	0
HBASE-19422	0	1	1	3	1	1	0
HBASE-17146	0	8	0	3	1	1	0
HBASE-17146	8	13	1	5	1	1	1
HBASE-17471	0	3	0	3	1	1	0
HBASE-17471	3	113	1	2	1	1	1
HBASE-15310	0	1	1	3	1	1	0
HBASE-4248	0	2	1	4	1	4	0
HBASE-3275	0	114	1	3	1	1	0
HBASE-4799	0	1	1	2	1	1	0
HBASE-11986	0	2	1	3	1	7	0
HBASE-12371	0	1	1	4	1	14	0
HBASE-4813	0	2737	0	3	0	6	0
HBASE-12354	0	2	1	3	1	7	0
HBASE-6265	0	5	0	3	0	1	0
HBASE-6265	5	7	1	2	1	1	1
HBASE-22288	0	24	0	3	0	1	0
HBASE-6825	0	133	1	3	1	7	0
HBASE-13617	0	1	1	3	1	1	0
HBASE-5715	0	1	1	3	0	3	0
HBASE-7235	0	1	1	3	1	1	0
HBASE-15032	0	1	1	3	1	1	0
HBASE-17175	0	115	1	3	1	1	0
HBASE-1312	0	27	1	3	1	1	0
HBASE-7840	0	378	1	4	1	2	0
HBASE-5633	0	1	0	4	1	1	0
HBASE-5633	1	2	1	4	0	1	0
HBASE-11517	0	1	1	3	1	1	0
HBASE-7476	0	5	1	4	1	1	0
HBASE-15934	0	40	1	3	1	6	0
HBASE-11102	0	53	0	3	0	7	0
HBASE-11102	53	56	1	3	1	7	0
HBASE-9824	0	2031	0	3	0	6	0
HBASE-20382	0	1	1	3	0	1	0
HBASE-22023	0	44	0	3	1	1	0
HBASE-22023	44	66	0	5	1	4	1
HBASE-19414	0	1	0	5	0	6	0
HBASE-19414	1	2	1	5	1	6	0
HBASE-11275	0	1	1	3	1	1	0
HBASE-3521	0	209	0	4	0	4	0
HBASE-3521	209	1521	1	4	1	4	0
HBASE-9472	0	680	1	3	0	1	0
HBASE-7112	0	792	1	3	0	1	0
HBASE-18507	0	30	1	3	1	7	0
HBASE-2500	0	42	0	3	0	4	0
HBASE-2500	42	153	0	3	1	4	0
HBASE-2500	153	160	0	4	1	4	1
HBASE-2500	160	1083	1	4	0	4	1
HBASE-16874	0	1	1	4	1	1	0
HBASE-17703	0	4	1	3	0	6	0
HBASE-10159	0	4	1	5	1	3	1
HBASE-4186	0	1	0	3	0	1	0
HBASE-4186	1	2	1	3	1	1	0
HBASE-2073	0	1	0	3	0	1	0
HBASE-2073	1	6	0	3	1	1	0
HBASE-2073	6	787	1	4	0	1	1
HBASE-16407	0	17	1	3	1	7	0
HBASE-17671	0	2	1	2	0	1	0
HBASE-4724	0	3	0	2	1	1	0
HBASE-4724	3	100	1	3	1	1	1
HBASE-20729	0	49	1	3	1	1	0
HBASE-17178	0	2	1	3	1	4	0
HBASE-2940	0	1417	1	3	0	2	0
HBASE-19859	0	30	1	3	1	3	0
HBASE-11159	0	473	1	4	0	6	0
HBASE-4148	0	17	1	3	1	1	0
HBASE-16607	0	2	1	3	1	7	0
HBASE-20980	0	1	1	2	1	2	0
HBASE-10333	0	3	1	3	1	1	0
HBASE-6030	0	712	1	4	1	4	0
HBASE-11868	0	2	1	1	1	1	0
HBASE-19132	0	562	0	3	0	1	0
HBASE-6478	0	15	1	3	0	1	0
HBASE-3154	0	6	1	3	1	4	0
HBASE-13114	0	21	1	3	1	1	0
HBASE-3268	0	3061	1	3	0	4	0
HBASE-2121	0	1852	1	3	0	1	0
HBASE-20248	0	5	0	2	1	7	0
HBASE-20248	5	21	1	1	1	7	1
HBASE-1914	0	1	1	3	0	1	0
HBASE-2327	0	1	1	3	1	7	0
HBASE-14813	0	178	0	3	0	4	0
HBASE-14813	178	243	1	3	1	4	0
HBASE-6954	0	2415	0	3	0	1	0
HBASE-21947	0	1	0	3	0	1	0
HBASE-21947	1	2	1	3	1	1	0
HBASE-241	0	5	0	5	0	1	0
HBASE-241	5	11	0	5	1	1	0
HBASE-241	11	13	1	5	0	1	0
HBASE-16001	0	309	1	3	0	4	0
HBASE-13649	0	1	1	4	1	1	0
HBASE-10201	0	313	0	3	0	4	0
HBASE-10201	313	356	0	2	1	4	1
HBASE-10201	356	357	0	3	1	4	1
HBASE-10201	357	363	1	3	1	4	1
HBASE-18091	0	2	1	3	1	7	0
HBASE-19938	0	7	1	3	1	7	0
HBASE-16259	0	1030	0	3	0	2	0
HBASE-21347	0	18	1	2	1	7	0
HBASE-7876	0	23	1	4	1	1	1
HBASE-1061	0	260	1	3	0	1	0
HBASE-12714	0	67	1	3	1	7	0
HBASE-1853	0	1	1	3	0	1	0
HBASE-19366	0	1	0	3	0	7	0
HBASE-19366	1	5	1	3	1	7	0
HBASE-15339	0	383	1	3	0	4	0
HBASE-1177	0	98	0	1	0	1	0
HBASE-1177	98	126	0	1	1	1	0
HBASE-1177	126	240	0	3	1	1	1
HBASE-1177	240	1598	1	3	0	1	1
HBASE-19714	0	1	1	2	1	1	0
HBASE-17520	0	65	1	3	1	7	0
HBASE-19172	0	99	1	3	0	7	0
HBASE-22027	0	66	0	3	0	4	0
HBASE-8660	0	46	1	3	0	4	0
HBASE-11191	0	1826	0	3	0	1	0
HBASE-8189	0	1	1	3	1	7	0
HBASE-22190	0	22	0	3	0	3	0
HBASE-22190	22	38	0	1	0	1	1
HBASE-18812	0	215	0	3	1	3	0
HBASE-18812	215	610	0	3	1	3	0
HBASE-17220	0	17	1	3	0	7	0
HBASE-11865	0	1	1	3	1	4	0
HBASE-19101	0	566	0	3	0	1	0
HBASE-20416	0	1	0	3	0	1	0
HBASE-20416	1	397	0	3	1	1	0
HBASE-19582	0	511	0	3	0	1	0
HBASE-20503	0	95	0	2	0	1	0
HBASE-20503	95	384	0	3	0	1	1
HBASE-19887	0	1	0	3	0	7	0
HBASE-19887	1	2	1	3	1	7	0
HBASE-11121	0	41	1	3	1	1	0
HBASE-1183	0	83	1	4	1	4	0
HBASE-3234	0	1	0	2	0	1	0
HBASE-3234	1	16	1	2	1	1	0
HBASE-7406	0	14	1	5	0	7	0
HBASE-12233	0	1527	0	3	1	7	0
HBASE-12233	1527	1678	0	3	1	7	0
HBASE-8975	0	2	1	3	1	1	0
HBASE-20090	0	4	0	3	0	1	0
HBASE-20090	4	23	1	3	1	1	0
HBASE-17920	0	14	1	3	1	7	0
HBASE-19724	0	145	1	4	1	7	0
HBASE-7188	0	37	0	3	0	7	0
HBASE-7188	37	53	0	3	1	7	0
HBASE-7188	53	98	1	2	1	7	1
HBASE-3284	0	1594	1	3	0	1	0
HBASE-3943	0	455	1	3	1	1	0
HBASE-1084	0	36	0	3	0	4	0
HBASE-1084	36	127	0	3	1	4	0
HBASE-1084	127	243	1	3	0	4	0
HBASE-19771	0	1	1	4	0	1	0
HBASE-2032	0	10	1	4	1	7	1
HBASE-4927	0	6	1	4	1	1	0
HBASE-10685	0	1	1	4	1	1	0
HBASE-15531	0	1147	0	3	1	14	0
HBASE-1979	0	11	1	5	1	1	0
HBASE-15092	0	25	1	3	0	1	0
HBASE-14051	0	77	0	3	1	7	0
HBASE-14051	77	78	1	3	1	7	0
HBASE-5888	0	4	1	3	1	4	0
HBASE-19745	0	491	0	3	0	1	0
HBASE-20009	0	12	1	4	1	7	0
HBASE-10474	0	1	1	4	0	1	0
HBASE-21212	0	6	1	4	1	1	0
HBASE-11153	0	141	0	4	0	1	0
HBASE-11153	141	212	0	4	1	1	0
HBASE-11153	212	213	1	4	1	1	0
HBASE-19613	0	11	1	5	1	4	0
HBASE-21247	0	14	0	3	1	4	0
HBASE-21247	14	40	1	3	1	1	0
HBASE-21927	0	7	1	3	1	7	0
HBASE-3850	0	3	0	4	0	4	0
HBASE-3850	3	273	0	2	0	4	1
HBASE-3850	273	280	1	2	1	4	1
HBASE-22128	0	10	1	2	1	1	0
HBASE-18018	0	8	1	3	1	7	0
HBASE-16240	0	1032	0	3	0	7	0
HBASE-16292	0	58	1	1	0	1	1
HBASE-9550	0	1	1	3	1	1	0
HBASE-162	0	1	1	3	0	1	0
HBASE-8224	0	82	0	3	0	3	0
HBASE-8224	82	103	0	3	1	3	0
HBASE-8224	103	111	0	2	1	3	1
HBASE-8224	111	131	1	1	1	3	1
HBASE-19540	0	2	1	4	1	7	0
HBASE-18122	0	5	1	3	1	1	0
HBASE-3750	0	3	1	3	1	1	0
HBASE-17777	0	74	1	4	1	4	0
HBASE-21221	0	1	0	4	0	6	0
HBASE-21221	1	11	1	4	1	6	0
HBASE-8835	0	2148	0	3	0	7	0
HBASE-3470	0	14	1	3	1	4	0
HBASE-9434	0	1	1	4	1	1	0
HBASE-7232	0	2	1	3	1	1	0
HBASE-16798	0	949	0	3	0	7	0
HBASE-14964	0	1233	0	4	1	4	0
HBASE-14964	1233	1253	0	4	0	4	0
HBASE-10005	0	8	0	3	1	1	0
HBASE-10005	8	13	1	1	1	1	1
HBASE-16024	0	1	1	3	1	1	0
HBASE-20644	0	1	0	3	0	1	0
HBASE-20644	1	357	0	2	0	1	1
HBASE-16457	0	1	1	3	0	1	0
HBASE-15094	0	23	1	3	1	7	0
HBASE-2750	0	377	0	4	1	2	0
HBASE-2750	377	425	0	4	0	2	0
HBASE-2750	425	704	0	4	1	2	0
HBASE-2750	704	1451	1	4	0	2	0
HBASE-11140	0	4	1	3	1	7	0
HBASE-1990	0	1	0	4	1	4	1
HBASE-1990	1	1636	1	4	0	4	1
HBASE-11997	0	8	0	4	0	1	0
HBASE-11997	8	16	0	4	0	7	0
HBASE-11997	16	23	1	4	1	7	0
HBASE-20757	0	330	0	4	0	3	0
HBASE-5793	0	1	1	3	1	7	0
HBASE-12042	0	9	1	3	1	1	0
HBASE-16956	0	21	1	4	1	7	0
HBASE-8620	0	46	1	3	0	7	0
HBASE-15677	0	9	0	3	0	7	0
HBASE-15677	9	1087	1	3	1	7	0
HBASE-1311	0	35	0	3	1	1	0
HBASE-1311	35	36	1	1	1	1	1
HBASE-3174	0	1	1	4	0	4	0
HBASE-1348	0	4	1	1	0	3	0
HBASE-6245	0	57	1	4	0	4	0
HBASE-19051	0	4	1	4	1	4	0
HBASE-9655	0	1	1	3	1	6	0
HBASE-11346	0	1798	0	3	0	4	0
HBASE-6671	0	1	1	3	1	1	0
HBASE-16052	0	11	0	3	0	4	0
HBASE-16052	11	32	1	3	1	4	0
HBASE-14240	0	1367	0	4	0	1	0
HBASE-2159	0	1636	1	3	0	4	0
HBASE-22297	0	3	1	3	1	7	0
HBASE-19248	0	1	0	2	0	6	1
HBASE-19248	1	2	1	2	1	6	1
HBASE-5806	0	8	0	3	0	1	0
HBASE-5806	8	27	1	3	1	1	0
HBASE-16376	0	8	0	3	1	3	0
HBASE-16376	8	16	1	4	1	3	1
HBASE-19627	0	2	1	2	1	14	0
HBASE-1274	0	3	1	4	1	1	0
HBASE-12816	0	1590	0	4	1	1	0
HBASE-2360	0	16	0	3	0	3	0
HBASE-2360	16	17	1	3	1	3	0
HBASE-7974	0	2267	0	4	0	4	0
HBASE-21791	0	2	1	1	1	3	0
HBASE-12967	0	148	1	2	0	1	0
HBASE-9502	0	82	1	3	1	1	0
HBASE-15112	0	143	0	3	0	4	0
HBASE-15112	143	1218	0	3	1	4	0
HBASE-18824	0	4	0	4	1	1	0
HBASE-18824	4	36	1	4	1	4	0
HBASE-17511	0	13	1	3	1	7	0
HBASE-10054	0	1995	0	4	1	4	0
HBASE-10427	0	2	1	4	1	4	0
HBASE-10598	0	1	0	3	0	1	0
HBASE-10598	1	2	1	2	1	1	1
HBASE-21136	0	1	0	3	0	1	0
HBASE-21136	1	2	1	3	1	1	0
HBASE-342	0	2	0	4	0	1	0
HBASE-342	2	7	1	4	0	1	0
HBASE-21724	0	24	1	3	0	7	0
HBASE-21366	0	205	0	4	0	4	0
HBASE-7289	0	5	1	1	1	3	1
HBASE-22232	0	10	1	4	1	3	0
HBASE-7572	0	84	0	3	1	7	0
HBASE-7572	84	959	0	3	1	4	0
HBASE-7572	959	2312	0	3	0	4	0
HBASE-7755	0	86	1	3	0	1	0
HBASE-18621	0	22	1	3	1	4	0
HBASE-20405	0	398	0	4	0	3	0
HBASE-6714	0	3	0	3	1	1	0
HBASE-6714	3	17	1	4	1	1	1
HBASE-16437	0	264	1	3	1	7	0
HBASE-5876	0	2	0	3	1	1	0
HBASE-5876	2	71	1	3	1	1	0
HBASE-16534	0	19	1	3	1	7	0
HBASE-15891	0	4	1	4	0	1	0
HBASE-17016	0	404	1	3	0	3	0
HBASE-4931	0	932	0	3	0	1	0
HBASE-4931	932	952	1	3	1	1	0
HBASE-2811	0	1744	1	3	0	2	0
HBASE-7157	0	163	0	3	1	4	0
HBASE-7157	163	2375	0	3	0	4	0
HBASE-21759	0	1	0	3	0	1	0
HBASE-21759	1	114	0	2	0	1	1
HBASE-3445	0	2	0	2	0	1	0
HBASE-3445	2	3	0	2	1	1	0
HBASE-3445	3	6	1	2	1	1	0
HBASE-2592	0	137	1	3	0	1	0
HBASE-16197	0	50	1	3	1	1	0
HBASE-7753	0	4	1	3	1	7	0
HBASE-16137	0	512	1	4	1	1	0
HBASE-2022	0	6	1	2	1	1	0
HBASE-15696	0	3	1	3	1	7	0
HBASE-6806	0	3	1	3	0	1	0
HBASE-6324	0	2	0	3	0	4	0
HBASE-6324	2	192	1	3	1	4	0
HBASE-15173	0	2	1	4	1	1	0
HBASE-1747	0	302	1	3	0	1	0
HBASE-2848	0	1458	1	3	0	1	0
HBASE-10198	0	1	1	4	1	1	0
HBASE-12655	0	1	1	4	1	1	1
HBASE-11152	0	1	1	3	1	6	0
HBASE-3872	0	44	0	2	1	1	0
HBASE-3872	44	73	1	1	1	1	1
HBASE-12269	0	294	0	3	0	2	0
HBASE-12269	294	1674	0	3	1	2	0
HBASE-21725	0	91	1	3	0	7	0
HBASE-12440	0	1	1	3	1	1	0
HBASE-21492	0	3	0	2	0	1	1
HBASE-21492	3	11	1	2	1	1	1
HBASE-20693	0	344	0	4	1	4	1
HBASE-21369	0	205	0	3	0	3	0
HBASE-5196	0	1	1	3	1	1	0
HBASE-12579	0	846	1	3	0	4	0
HBASE-4698	0	54	1	3	1	2	0
HBASE-9531	0	516	0	3	1	2	0
HBASE-9531	516	518	1	3	1	2	0
HBASE-13382	0	1	0	3	0	1	0
HBASE-13382	1	2	1	3	1	1	0
HBASE-7199	0	19	0	3	0	4	0
HBASE-7199	19	28	1	3	1	4	0
HBASE-22195	0	37	0	3	0	1	0
HBASE-1169	0	34	0	2	0	1	1
HBASE-1169	34	35	1	2	1	1	1
HBASE-20881	0	10	0	3	0	7	0
HBASE-20881	10	44	1	3	1	7	0
HBASE-22081	0	26	0	3	0	1	0
HBASE-22081	26	55	0	3	1	1	0
HBASE-799	0	6	0	3	0	3	0
HBASE-799	6	14	0	1	0	3	1
HBASE-799	14	20	1	1	1	3	1
HBASE-15685	0	7	1	4	1	1	1
HBASE-3109	0	1374	1	3	0	2	0
HBASE-17052	0	1	1	3	1	1	0
HBASE-14106	0	1	1	3	1	1	0
HBASE-2357	0	240	0	3	0	2	0
HBASE-2357	240	313	0	3	0	7	0
HBASE-2357	313	456	0	3	1	7	0
HBASE-2357	456	912	0	3	1	2	0
HBASE-2357	912	1604	1	3	0	2	0
HBASE-4703	0	2	1	4	1	4	0
HBASE-664	0	2	1	5	1	5	0
HBASE-16422	0	3	1	3	1	4	0
HBASE-15713	0	1	1	3	1	7	0
HBASE-5678	0	7	1	3	1	2	0
HBASE-11057	0	69	0	4	0	6	0
HBASE-11057	69	80	1	4	1	6	0
HBASE-14713	0	7	1	3	1	3	0
HBASE-10599	0	18	1	3	1	4	0
HBASE-3332	0	4	1	1	1	1	0
HBASE-17864	0	20	1	3	1	7	0
HBASE-2668	0	264	1	3	0	4	0
HBASE-21098	0	27	0	3	0	4	1
HBASE-21098	27	49	0	3	0	4	1
HBASE-21098	49	51	1	3	1	4	1
HBASE-14744	0	1	1	3	0	1	0
HBASE-1793	0	1	1	3	0	1	0
HBASE-13754	0	5	1	3	1	7	0
HBASE-18917	0	593	0	2	0	1	0
HBASE-2622	0	1	1	3	0	1	0
HBASE-16360	0	1	0	3	0	1	0
HBASE-16360	1	19	1	4	1	1	1
HBASE-22220	0	34	0	3	1	3	0
HBASE-16961	0	206	1	3	1	2	0
HBASE-421	0	1	1	2	1	1	1
HBASE-7071	0	2389	0	3	0	4	0
HBASE-16757	0	954	0	3	0	3	0
HBASE-15996	0	264	1	3	1	2	0
HBASE-1410	0	25	1	3	0	4	0
HBASE-2329	0	2	0	3	0	1	0
HBASE-2329	2	78	1	3	1	1	0
HBASE-13202	0	35	1	3	1	7	1
HBASE-6197	0	2	0	3	0	1	0
HBASE-6197	2	3	1	3	1	1	0
HBASE-14799	0	11	1	2	1	1	0
HBASE-14074	0	1	1	3	1	1	0
HBASE-1403	0	102	1	3	0	3	0
HBASE-12133	0	1	1	4	1	2	0
HBASE-16686	0	966	0	4	0	2	0
HBASE-4087	0	2	0	2	0	1	0
HBASE-4087	2	4	1	2	1	1	0
HBASE-18581	0	4	1	4	1	4	0
HBASE-3994	0	5	1	2	0	1	0
HBASE-4389	0	45	0	2	0	1	0
HBASE-4389	45	867	1	3	0	1	1
HBASE-12162	0	60	1	3	1	1	0
HBASE-20611	0	11	0	3	0	1	0
HBASE-20611	11	359	0	3	1	1	0
HBASE-22268	0	4	1	3	0	1	0
HBASE-6258	0	7	1	3	1	1	0
HBASE-5916	0	1	0	3	1	1	0
HBASE-5916	1	27	1	2	1	1	1
HBASE-19204	0	19	0	3	0	14	0
HBASE-19204	19	59	1	3	1	14	0
HBASE-11634	0	259	1	3	0	7	0
HBASE-8941	0	2	0	4	1	6	0
HBASE-8941	2	21	1	3	1	6	1
HBASE-17570	0	3	1	3	0	7	0
HBASE-11043	0	1	1	4	1	1	0
HBASE-853	0	11	0	3	0	1	0
HBASE-853	11	40	1	3	1	1	0
HBASE-6963	0	1	1	3	1	1	0
HBASE-1666	0	412	1	3	0	1	0
HBASE-17128	0	143	1	3	0	3	0
HBASE-1221	0	1	1	5	0	4	0
HBASE-13168	0	4	1	3	1	4	0
HBASE-3081	0	11	1	3	1	1	0
HBASE-4264	0	1227	1	3	0	1	0
HBASE-13973	0	1	1	3	1	7	0
HBASE-22245	0	3	1	3	1	3	0
HBASE-601	0	4	1	3	0	4	0
HBASE-6128	0	953	0	4	0	1	0
HBASE-6128	953	954	1	4	0	4	0
