issuekey	start	end	is_dead	priority	is_assigned	issuetype	has_priority_change	has_desc_change	comment_count
HBASE-7224	26	27	0	1	1	7	0	0	12
HBASE-7224	27	28	0	1	1	7	0	0	13
HBASE-7224	28	30	0	1	1	7	0	0	16
HBASE-7224	30	31	0	1	1	7	0	0	20
HBASE-7224	31	41	1	1	1	7	0	0	25
HBASE-20238	0	426	0	3	0	1	0	0	1
HBASE-15649	0	4	1	3	1	7	0	0	2
HBASE-1690	0	221	1	4	1	4	0	0	1
HBASE-19768	0	1	0	2	0	1	1	0	1
HBASE-19768	1	2	0	2	1	1	1	0	5
HBASE-19768	2	3	1	2	1	1	1	0	6
HBASE-2218	0	1421	0	3	0	4	0	0	1
HBASE-2218	1421	3385	0	3	0	4	0	0	2
HBASE-6131	0	1	1	1	0	3	0	0	3
HBASE-8795	0	1	1	2	1	1	0	0	4
HBASE-17595	0	3	0	1	0	7	0	0	1
HBASE-17595	3	10	0	3	0	7	1	0	2
HBASE-17595	10	11	0	3	0	7	1	0	3
HBASE-17595	11	15	0	3	0	7	1	0	5
HBASE-17595	15	18	0	3	1	7	1	0	6
HBASE-17595	18	19	0	3	1	7	1	0	8
HBASE-17595	19	26	0	3	1	7	1	0	18
HBASE-17595	26	37	0	3	1	7	1	0	21
HBASE-17595	37	46	0	2	1	7	1	0	22
HBASE-17595	46	47	1	2	1	7	1	0	25
HBASE-8564	0	1	0	3	1	1	0	0	7
HBASE-8564	1	2	0	3	1	1	0	0	17
HBASE-8564	2	4	0	3	1	1	0	0	22
HBASE-8564	4	6	0	3	1	1	0	0	26
HBASE-8564	6	7	1	2	1	1	1	0	30
HBASE-14401	0	1	0	3	1	7	0	0	4
HBASE-14401	1	4	0	3	1	7	0	0	16
HBASE-14401	4	5	1	3	1	7	0	0	21
HBASE-16646	0	1	0	3	1	4	0	0	5
HBASE-16646	1	3	0	3	1	4	0	0	7
HBASE-16646	3	4	0	3	1	4	0	0	11
HBASE-16646	4	5	1	3	1	4	0	0	20
HBASE-21300	0	38	0	3	1	1	0	0	3
HBASE-21300	38	40	0	3	1	1	0	0	4
HBASE-21300	40	41	0	3	1	1	0	0	5
HBASE-21300	41	46	0	3	1	1	0	0	6
HBASE-21300	46	47	0	3	1	1	0	0	10
HBASE-21300	47	48	1	3	1	1	0	0	11
HBASE-4347	0	1	0	4	0	4	0	0	1
HBASE-4347	1	2	0	4	0	4	0	0	4
HBASE-4347	2	3	1	4	0	4	0	0	11
HBASE-12185	0	14	0	2	0	1	0	0	1
HBASE-12185	14	47	0	2	0	1	0	0	2
HBASE-12185	47	287	0	2	0	1	0	0	3
HBASE-12185	287	785	0	2	0	1	0	0	4
HBASE-12185	785	1687	0	2	0	1	0	0	5
HBASE-8831	0	2153	0	3	0	7	0	0	1
HBASE-2039	0	2	0	3	0	1	0	0	1
HBASE-2039	2	6	0	3	0	1	0	0	3
HBASE-2039	6	7	0	3	0	1	0	0	4
HBASE-2039	7	36	0	3	0	1	0	0	5
HBASE-2039	36	71	0	3	0	1	0	0	6
HBASE-2039	71	374	0	3	0	1	0	0	9
HBASE-2039	374	822	0	3	0	1	0	0	10
HBASE-2039	822	1072	0	3	0	1	0	0	12
HBASE-2039	1072	1085	0	3	0	7	0	0	12
HBASE-2039	1085	1307	1	3	0	7	0	0	13
HBASE-22270	0	5	1	3	0	1	0	0	1
HBASE-12891	0	2	0	3	1	4	0	0	5
HBASE-12891	2	4	0	3	1	4	0	0	8
HBASE-12891	4	5	0	3	1	4	0	0	9
HBASE-12891	5	16	0	3	1	4	0	0	10
HBASE-12891	16	17	0	3	1	4	0	0	16
HBASE-12891	17	20	0	3	1	4	0	0	28
HBASE-12891	20	41	0	3	1	4	0	0	29
HBASE-12891	41	63	0	3	1	4	0	0	30
HBASE-12891	63	68	0	3	1	4	0	0	36
HBASE-12891	68	69	0	3	1	4	0	0	41
HBASE-12891	69	70	0	3	1	4	0	0	42
HBASE-12891	70	71	1	3	1	4	0	0	43
HBASE-979	0	1	1	3	0	7	0	0	5
HBASE-20105	0	7	0	3	0	2	0	0	3
HBASE-20105	7	8	0	3	0	2	0	0	4
HBASE-20105	8	9	0	3	0	2	0	0	12
HBASE-20105	9	11	0	3	1	2	0	0	16
HBASE-20105	11	12	0	3	1	2	0	0	18
HBASE-20105	12	14	0	3	1	2	0	0	19
HBASE-20105	14	15	0	3	1	2	0	0	28
HBASE-20105	15	16	0	3	1	2	0	0	30
HBASE-20105	16	236	0	3	1	2	0	0	33
HBASE-20105	236	404	0	3	1	2	0	0	34
HBASE-20105	404	447	0	3	1	2	0	0	36
HBASE-13338	0	40	0	3	0	3	0	0	9
HBASE-13338	40	46	0	3	0	3	0	0	11
HBASE-13338	46	48	0	3	0	3	0	0	13
HBASE-13338	48	49	0	3	0	3	0	0	15
HBASE-13338	49	329	0	3	0	3	0	0	16
HBASE-13338	329	768	1	3	0	3	0	0	17
HBASE-3840	0	40	0	3	0	4	0	0	1
HBASE-3840	40	493	1	3	0	4	0	0	2
HBASE-4520	0	2	0	4	1	4	0	0	1
HBASE-4520	2	3	0	4	1	4	0	0	5
HBASE-4520	3	4	1	4	1	4	0	0	7
HBASE-9549	0	1	1	4	1	1	0	1	2
HBASE-4379	0	37	0	3	0	1	0	0	1
HBASE-4379	37	42	0	3	1	1	0	0	2
HBASE-4379	42	45	0	3	1	1	0	0	4
HBASE-4379	45	46	0	3	1	1	0	0	6
HBASE-4379	46	80	0	3	1	1	0	0	7
HBASE-4379	80	81	0	3	1	1	0	0	8
HBASE-4379	81	213	0	3	1	1	0	0	9
HBASE-4379	213	286	0	3	1	1	0	0	12
HBASE-4379	286	287	0	3	1	1	0	0	19
HBASE-4379	287	289	0	3	1	1	0	0	21
HBASE-4379	289	300	1	3	1	1	0	0	23
HBASE-12396	0	283	0	4	0	4	0	0	4
HBASE-12396	283	1663	0	4	0	4	0	0	5
HBASE-11375	0	1	1	4	0	6	0	0	1
HBASE-13201	0	1	0	3	1	7	0	0	3
HBASE-13201	1	5	0	3	1	7	0	0	11
HBASE-13201	5	9	0	3	1	7	0	0	12
HBASE-13201	9	13	0	3	1	7	0	0	13
HBASE-13201	13	14	0	3	1	7	0	0	20
HBASE-13201	14	16	0	3	1	7	0	0	21
HBASE-13201	16	63	1	3	1	7	0	0	24
HBASE-5681	0	2	1	4	1	1	0	0	3
HBASE-10299	0	2	1	3	1	1	0	0	1
HBASE-13953	0	1428	0	3	0	4	0	0	1
HBASE-5705	0	85	0	3	1	7	0	0	1
HBASE-5705	85	90	0	3	1	7	0	0	2
HBASE-5705	90	92	0	3	1	7	0	0	3
HBASE-5705	92	97	0	3	1	7	0	0	6
HBASE-5705	97	98	0	3	1	7	0	0	7
HBASE-5705	98	113	0	3	1	7	0	0	9
HBASE-5705	113	114	0	3	1	7	0	0	13
HBASE-5705	114	115	0	3	1	7	0	0	19
HBASE-5705	115	118	1	3	1	7	0	0	20
HBASE-19945	0	7	1	3	1	6	0	1	12
HBASE-4907	0	90	0	4	1	4	0	0	2
HBASE-4907	90	271	0	1	1	4	1	0	7
HBASE-4907	271	303	0	1	1	4	1	0	8
HBASE-4907	303	921	0	1	1	4	1	0	10
HBASE-4907	921	959	1	1	1	4	1	0	11
HBASE-4560	0	1	0	4	0	4	0	0	2
HBASE-4560	1	4	0	4	0	4	0	0	3
HBASE-4560	4	324	1	4	0	4	0	0	4
HBASE-4357	0	1	0	3	0	1	0	0	1
HBASE-4357	1	4	0	3	0	1	0	0	4
HBASE-4357	4	5	0	3	0	1	0	0	7
HBASE-4357	5	22	0	3	1	1	0	0	8
HBASE-4357	22	120	0	3	1	1	0	0	11
HBASE-4357	120	121	1	3	1	1	0	0	23
HBASE-21968	0	5	0	3	1	5	0	0	1
HBASE-21968	5	6	0	3	1	5	0	0	2
HBASE-21968	6	8	0	3	1	5	0	0	5
HBASE-21968	8	19	0	3	1	5	0	0	6
HBASE-21968	19	22	0	3	1	5	0	0	7
HBASE-21968	22	27	1	3	1	5	0	0	8
HBASE-13729	0	1	0	2	1	1	0	1	5
HBASE-13729	1	15	0	2	1	1	0	1	6
HBASE-13729	15	16	1	2	1	1	0	1	9
HBASE-18948	0	1	0	4	1	4	0	0	12
HBASE-18948	1	223	0	4	1	4	0	0	14
HBASE-18948	223	224	0	3	1	4	1	0	15
HBASE-18948	224	232	0	3	1	4	1	0	16
HBASE-18948	232	242	1	3	1	4	1	0	18
HBASE-3427	0	118	1	3	0	1	0	0	1
HBASE-21736	0	4	0	3	0	1	0	0	1
HBASE-21736	4	49	0	3	1	1	0	0	1
HBASE-21736	49	50	0	3	1	1	0	1	7
HBASE-21736	50	54	1	3	1	1	0	1	10
HBASE-18396	0	22	0	3	0	4	0	0	2
HBASE-18396	22	102	0	3	0	4	0	0	4
HBASE-18396	102	673	0	3	0	4	0	0	5
HBASE-15664	0	1	1	3	1	1	0	1	3
HBASE-14641	0	10	0	3	1	7	0	0	5
HBASE-14641	10	14	1	3	1	7	0	0	6
HBASE-12605	0	2	0	4	0	4	0	0	1
HBASE-12605	2	1632	0	4	1	4	0	0	2
HBASE-18079	0	8	0	3	1	7	0	1	4
HBASE-18079	8	73	1	3	1	7	0	1	5
HBASE-5340	0	205	0	3	0	1	0	0	1
HBASE-5340	205	207	1	3	0	1	0	0	2
HBASE-20068	0	13	0	3	0	1	0	0	1
HBASE-20068	13	44	0	3	0	1	0	0	2
HBASE-20068	44	45	0	3	1	1	0	0	8
HBASE-20068	45	46	1	3	1	1	0	0	9
HBASE-20902	0	287	0	3	0	1	0	1	2
HBASE-20902	287	303	0	3	0	1	0	1	2
HBASE-20902	303	308	0	3	0	1	0	1	4
HBASE-15840	0	1	1	3	1	1	0	0	1
HBASE-16399	0	5	0	3	1	4	0	0	1
HBASE-16399	5	6	0	3	1	4	0	0	3
HBASE-16399	6	7	0	3	1	4	0	0	5
HBASE-16399	7	8	0	3	1	4	0	0	8
HBASE-16399	8	14	0	3	1	4	0	0	12
HBASE-16399	14	21	0	3	1	4	0	0	19
HBASE-16399	21	22	1	3	1	4	0	0	25
HBASE-21035	0	27	0	3	1	7	0	1	10
HBASE-21035	27	29	0	3	1	7	0	1	11
HBASE-21035	29	30	0	3	1	7	0	1	13
HBASE-21035	30	32	0	3	1	7	0	1	15
HBASE-21035	32	33	0	3	1	7	0	1	20
HBASE-21035	33	34	0	3	1	7	0	1	26
HBASE-21035	34	35	0	3	1	7	0	1	28
HBASE-21035	35	37	0	3	1	7	0	1	32
HBASE-21035	37	38	0	3	1	7	0	1	33
HBASE-21035	38	39	0	3	1	7	0	1	34
HBASE-21035	39	41	0	3	1	7	0	1	37
HBASE-21035	41	83	0	3	1	7	0	1	38
HBASE-21035	83	84	0	3	1	7	0	1	41
HBASE-21035	84	85	0	3	1	7	0	1	43
HBASE-21035	85	284	0	3	1	7	0	1	44
HBASE-16953	0	936	0	3	0	4	0	0	2
HBASE-17359	0	1	0	3	0	7	0	0	2
HBASE-17359	1	48	0	3	1	5	0	1	4
HBASE-17359	48	61	0	3	1	5	0	1	5
HBASE-17359	61	145	0	3	1	5	0	1	6
HBASE-17359	145	165	0	3	1	5	0	1	9
HBASE-17359	165	194	0	3	1	5	0	1	10
HBASE-17359	194	204	0	3	1	5	0	1	11
HBASE-17359	204	206	1	3	1	5	0	1	12
HBASE-4997	0	3	1	3	1	1	0	0	1
HBASE-20976	0	1	0	3	1	7	0	0	4
HBASE-20976	1	2	0	3	1	7	0	0	8
HBASE-20976	2	5	0	3	1	7	0	0	9
HBASE-20976	5	9	0	3	1	7	0	0	10
HBASE-20976	9	11	0	3	1	7	0	0	11
HBASE-20976	11	14	0	3	1	7	0	1	17
HBASE-20976	14	15	0	3	1	7	0	1	18
HBASE-20976	15	295	0	3	1	7	0	1	19
HBASE-18438	0	1	0	3	0	1	0	0	5
HBASE-18438	1	2	0	3	1	1	0	0	9
HBASE-18438	2	58	0	3	1	1	0	0	10
HBASE-18438	58	71	0	3	1	1	0	0	11
HBASE-18438	71	96	0	2	1	1	1	0	14
HBASE-18438	96	97	0	2	1	1	1	0	15
HBASE-18438	97	98	1	2	1	1	1	0	24
HBASE-18645	0	1	0	3	0	1	0	0	2
HBASE-18645	1	4	0	3	0	1	0	0	10
HBASE-18645	4	32	0	2	0	1	1	0	11
HBASE-18645	32	61	0	2	0	1	1	0	17
HBASE-18645	61	62	0	2	0	1	1	0	18
HBASE-18645	62	101	1	2	0	1	1	0	19
HBASE-4832	0	1	0	4	0	1	0	0	2
HBASE-4832	1	2	0	4	1	1	0	0	5
HBASE-4832	2	6	1	4	1	1	0	0	20
HBASE-20099	0	448	0	3	1	4	0	0	1
HBASE-9503	0	2	0	3	1	1	0	0	1
HBASE-9503	2	5	0	3	1	1	0	0	2
HBASE-9503	5	6	1	3	1	1	0	0	6
HBASE-20834	0	29	1	3	0	1	0	0	1
HBASE-20411	0	1	0	3	0	1	0	0	3
HBASE-20411	1	3	0	3	0	1	0	0	7
HBASE-20411	3	4	0	3	0	1	0	0	13
HBASE-20411	4	11	0	3	0	1	0	0	14
HBASE-20411	11	12	0	3	0	1	0	0	20
HBASE-20411	12	20	0	3	0	1	0	0	22
HBASE-20411	20	24	0	3	0	1	0	0	23
HBASE-20411	24	25	0	3	0	1	0	0	25
HBASE-20411	25	28	0	3	0	1	0	0	31
HBASE-20411	28	29	1	3	0	1	0	0	34
HBASE-10843	0	1	0	3	1	1	0	0	2
HBASE-10843	1	15	1	3	1	1	0	0	4
HBASE-20652	0	2	1	4	1	4	0	0	4
HBASE-2744	0	895	1	3	1	7	0	0	1
HBASE-661	0	95	0	3	0	2	0	0	1
HBASE-661	95	98	0	3	1	2	0	0	1
HBASE-661	98	99	0	3	1	2	0	0	3
HBASE-661	99	140	0	3	1	2	0	0	5
HBASE-661	140	407	0	3	1	2	0	0	6
HBASE-661	407	408	0	3	1	2	0	0	7
HBASE-661	408	917	1	3	1	2	0	0	8
HBASE-20003	0	2	0	3	1	2	0	0	4
HBASE-20003	2	3	0	3	1	2	0	0	7
HBASE-20003	3	4	0	3	1	2	0	0	9
HBASE-20003	4	5	0	3	1	2	0	0	10
HBASE-20003	5	7	0	3	1	2	0	1	14
HBASE-20003	7	8	0	3	1	2	0	1	16
HBASE-20003	8	9	0	3	1	2	0	1	20
HBASE-20003	9	36	0	3	1	2	0	1	21
HBASE-20003	36	39	0	3	1	2	0	1	22
HBASE-20003	39	40	0	3	1	2	0	1	29
HBASE-20003	40	42	0	3	1	2	0	1	30
HBASE-20003	42	460	0	3	1	2	0	1	31
HBASE-14091	0	36	0	3	1	3	0	0	3
HBASE-14091	36	37	0	3	1	3	0	0	4
HBASE-14091	37	38	1	3	1	3	0	0	5
HBASE-17284	0	11	1	3	0	6	0	0	1
HBASE-19709	0	1	1	2	1	1	0	0	3
HBASE-21155	0	1	0	5	1	4	0	0	1
HBASE-21155	1	2	1	5	1	4	0	0	7
HBASE-18294	0	3	0	3	1	1	0	1	7
HBASE-18294	3	4	0	3	1	1	0	1	8
HBASE-18294	4	5	0	3	1	1	0	1	10
HBASE-18294	5	132	0	3	1	1	0	1	13
HBASE-18294	132	133	0	3	1	1	0	1	16
HBASE-18294	133	137	0	3	1	1	0	1	17
HBASE-18294	137	139	0	3	1	1	0	1	20
HBASE-18294	139	140	0	3	1	1	0	1	23
HBASE-18294	140	143	0	3	1	1	0	1	25
HBASE-18294	143	144	0	3	1	1	0	1	27
HBASE-18294	144	145	0	3	1	4	0	1	31
HBASE-18294	145	147	0	3	1	4	0	1	33
HBASE-18294	147	148	0	3	1	4	0	1	34
HBASE-18294	148	150	0	3	1	4	0	1	38
HBASE-18294	150	152	0	3	1	4	0	1	39
HBASE-18294	152	160	0	3	1	4	0	1	42
HBASE-18294	160	175	0	3	1	4	0	1	43
HBASE-18294	175	176	0	3	1	4	0	1	47
HBASE-18294	176	178	0	3	1	4	0	1	48
HBASE-18294	178	179	0	3	1	4	0	1	50
HBASE-18294	179	180	0	3	1	4	0	1	53
HBASE-18294	180	181	0	3	1	4	0	1	60
HBASE-18294	181	182	0	3	1	4	0	1	78
HBASE-18294	182	206	0	3	1	4	0	1	90
HBASE-18294	206	207	0	3	1	4	0	1	94
HBASE-18294	207	208	0	3	1	4	0	1	95
HBASE-18294	208	209	0	3	1	4	0	1	97
HBASE-18294	209	217	0	3	1	4	0	1	101
HBASE-18294	217	220	0	3	1	4	0	1	103
HBASE-18294	220	221	0	3	1	4	0	1	105
HBASE-18294	221	222	0	3	1	4	0	1	108
HBASE-18294	222	223	0	3	1	4	0	1	109
HBASE-18294	223	224	0	3	1	4	0	1	112
HBASE-18294	224	227	0	3	1	4	0	1	114
HBASE-18294	227	228	0	3	1	4	0	1	118
HBASE-18294	228	229	0	3	1	4	0	1	120
HBASE-18294	229	230	0	3	1	4	0	1	122
HBASE-18294	230	231	0	3	1	4	0	1	129
HBASE-18294	231	234	0	3	1	4	0	1	131
HBASE-18294	234	235	1	3	1	4	0	1	134
HBASE-883	0	13	0	3	1	2	0	0	4
HBASE-883	13	14	0	3	1	2	0	0	6
HBASE-883	14	18	0	3	1	2	0	0	7
HBASE-883	18	19	0	3	1	2	0	0	8
HBASE-883	19	29	0	3	1	2	0	0	9
HBASE-883	29	35	0	3	1	2	0	0	10
HBASE-883	35	36	0	3	1	2	0	0	11
HBASE-883	36	41	0	3	1	2	0	0	12
HBASE-883	41	46	0	3	1	2	0	0	13
HBASE-883	46	47	0	3	1	2	0	0	15
HBASE-883	47	48	0	3	1	2	0	0	16
HBASE-883	48	49	0	3	1	2	0	0	17
HBASE-883	49	66	0	3	1	2	0	0	20
HBASE-883	66	67	0	3	1	2	0	0	25
HBASE-883	67	68	1	3	1	2	0	0	29
HBASE-21451	0	1	1	3	1	7	0	0	4
HBASE-11319	0	6	0	4	1	4	0	0	2
HBASE-11319	6	7	0	4	1	4	0	0	4
HBASE-11319	7	8	1	4	1	4	0	0	9
HBASE-4134	0	1	0	3	0	1	0	1	3
HBASE-4134	1	2	0	3	0	1	0	1	4
HBASE-4134	2	240	0	3	0	1	0	1	5
HBASE-4134	240	638	0	3	0	1	0	1	6
HBASE-4134	638	1941	1	3	0	1	0	1	7
HBASE-14671	0	1	1	3	1	4	0	0	1
HBASE-18163	0	45	1	3	0	1	0	0	1
HBASE-9221	0	1	0	3	1	4	0	0	3
HBASE-9221	1	24	0	3	1	4	0	0	5
HBASE-9221	24	26	0	3	1	4	0	0	8
HBASE-9221	26	30	0	3	1	4	0	0	9
HBASE-9221	30	67	0	3	1	4	0	0	15
HBASE-9221	67	68	0	3	1	4	0	0	16
HBASE-9221	68	70	0	3	1	4	0	0	17
HBASE-9221	70	74	0	3	1	4	0	0	18
HBASE-9221	74	75	0	3	1	4	0	0	19
HBASE-9221	75	76	0	3	1	4	0	0	20
HBASE-9221	76	77	1	3	1	4	0	0	30
HBASE-13756	0	1	1	2	1	1	0	0	3
HBASE-16779	0	352	0	4	1	7	0	0	1
HBASE-16779	352	958	0	4	0	7	0	0	1
HBASE-11786	0	1	0	4	1	7	0	0	2
HBASE-11786	1	2	0	4	1	7	0	0	8
HBASE-11786	2	14	0	4	1	7	0	0	11
HBASE-11786	14	15	0	4	1	7	0	0	12
HBASE-11786	15	16	1	4	1	7	0	0	13
HBASE-19832	0	2	1	4	1	6	0	0	2
HBASE-14533	0	6	0	3	0	1	0	0	3
HBASE-14533	6	7	0	3	0	1	0	0	4
HBASE-14533	7	8	0	3	1	1	0	0	8
HBASE-14533	8	44	0	3	1	1	0	0	10
HBASE-14533	44	110	0	3	1	1	0	0	11
HBASE-14533	110	152	0	3	1	1	0	0	16
HBASE-14533	152	1328	0	3	1	1	0	0	18
HBASE-20515	0	385	0	3	0	3	0	0	1
HBASE-11709	0	1	0	4	1	1	0	0	4
HBASE-11709	1	4	1	4	1	1	0	0	5
HBASE-3001	0	1	0	3	1	4	0	0	1
HBASE-3001	1	7	0	3	1	4	0	0	2
HBASE-3001	7	33	1	3	1	4	0	0	3
HBASE-11992	0	27	0	3	1	3	0	0	7
HBASE-11992	27	28	0	3	1	3	0	0	8
HBASE-11992	28	29	0	3	1	3	0	0	12
HBASE-11992	29	41	0	3	1	3	0	0	17
HBASE-11992	41	43	0	3	1	3	0	0	18
HBASE-11992	43	46	0	3	1	3	0	0	19
HBASE-11992	46	48	0	3	1	3	0	0	20
HBASE-11992	48	49	0	3	1	3	0	0	21
HBASE-11992	49	64	0	3	1	3	0	0	22
HBASE-11992	64	67	1	3	1	3	0	0	25
HBASE-1449	0	4	0	3	1	4	0	0	2
HBASE-1449	4	7	0	3	1	4	0	0	3
HBASE-1449	7	8	1	3	1	4	0	0	4
HBASE-16461	0	1	0	4	0	5	0	1	1
HBASE-16461	1	2	0	3	0	5	1	1	1
HBASE-16461	2	843	0	3	0	5	1	1	2
HBASE-16461	843	845	0	4	1	2	1	1	2
HBASE-16461	845	1004	0	4	1	2	1	1	3
HBASE-3448	0	4	0	4	1	2	0	0	2
HBASE-3448	4	6	0	4	1	2	0	0	3
HBASE-3448	6	56	0	4	1	2	0	0	4
HBASE-3448	56	57	1	4	1	2	0	0	5
HBASE-3003	0	7	1	3	1	1	0	0	1
HBASE-3433	0	1	0	2	0	4	0	0	1
HBASE-3433	1	2	0	2	0	4	0	0	2
HBASE-3433	2	3	0	2	0	4	0	0	4
HBASE-3433	3	15	0	2	0	4	0	0	8
HBASE-3433	15	307	1	2	0	4	0	0	9
HBASE-18639	0	599	0	3	0	3	0	0	2
HBASE-18639	599	602	1	3	0	3	0	0	3
HBASE-11013	0	21	0	3	0	4	0	1	5
HBASE-11013	21	935	0	3	1	4	0	1	5
HBASE-11013	935	936	0	3	0	4	0	1	5
HBASE-11013	936	1113	0	3	0	4	0	1	6
HBASE-11013	1113	1117	0	3	1	4	0	1	6
HBASE-11013	1117	1118	0	3	1	4	0	1	9
HBASE-11013	1118	1119	0	3	1	4	0	1	18
HBASE-11013	1119	1120	0	3	1	4	0	1	22
HBASE-11013	1120	1121	0	3	1	4	0	1	26
HBASE-11013	1121	1124	0	3	1	4	0	1	38
HBASE-11013	1124	1125	0	3	1	4	0	1	40
HBASE-11013	1125	1126	0	3	1	4	0	1	53
HBASE-11013	1126	1127	1	3	1	4	0	1	57
HBASE-8311	0	727	1	4	0	4	0	0	1
HBASE-3221	0	1	1	2	1	1	0	0	1
HBASE-18298	0	3	0	3	1	7	0	0	3
HBASE-18298	3	4	0	3	1	7	0	0	6
HBASE-18298	4	5	0	3	1	7	0	0	11
HBASE-18298	5	34	0	3	1	7	0	0	14
HBASE-18298	34	38	0	3	1	7	0	0	15
HBASE-18298	38	46	0	3	1	7	0	0	16
HBASE-18298	46	49	0	2	1	7	1	0	16
HBASE-18298	49	69	0	2	1	7	1	0	18
HBASE-18298	69	70	0	2	1	7	1	0	20
HBASE-18298	70	71	0	2	1	7	1	0	22
HBASE-18298	71	84	0	2	1	7	1	0	25
HBASE-18298	84	87	0	2	1	7	1	0	31
HBASE-18298	87	88	0	2	1	7	1	0	35
HBASE-18298	88	89	1	2	1	7	1	0	46
HBASE-14639	0	10	0	3	1	7	0	0	3
HBASE-14639	10	14	1	3	1	7	0	0	4
HBASE-28	0	1	0	3	0	1	0	0	3
HBASE-28	1	11	0	3	0	1	0	0	4
HBASE-28	11	13	0	3	1	1	0	0	6
HBASE-28	13	14	1	3	1	1	0	0	7
HBASE-11452	0	1	0	3	1	4	0	1	9
HBASE-11452	1	2	0	3	1	4	0	1	10
HBASE-11452	2	3	1	3	1	4	0	1	20
HBASE-17155	0	7	0	4	1	1	0	0	1
HBASE-17155	7	13	1	4	1	1	0	1	4
HBASE-5415	0	7	0	2	0	1	1	0	1
HBASE-5415	7	8	1	2	0	1	1	0	4
HBASE-21282	0	1	0	3	1	3	0	0	2
HBASE-21282	1	2	1	3	1	3	0	0	8
HBASE-6153	0	2	0	3	1	1	0	0	1
HBASE-6153	2	3	0	3	1	1	0	0	4
HBASE-6153	3	4	0	3	1	1	0	0	9
HBASE-6153	4	1054	1	3	1	1	0	0	11
HBASE-6691	0	1	0	3	0	1	0	0	1
HBASE-6691	1	2	0	3	1	1	0	0	4
HBASE-6691	2	6	1	3	1	1	0	0	5
HBASE-10000	0	3	0	3	0	4	0	1	1
HBASE-10000	3	4	0	3	1	4	0	1	8
HBASE-10000	4	5	0	3	1	4	0	1	11
HBASE-10000	5	8	0	3	1	4	0	1	16
HBASE-10000	8	9	0	3	1	4	0	1	20
HBASE-10000	9	10	0	3	1	4	0	1	21
HBASE-10000	10	13	0	3	1	4	0	1	22
HBASE-10000	13	17	0	3	1	4	0	1	25
HBASE-10000	17	18	0	3	1	4	0	1	31
HBASE-10000	18	19	0	3	1	4	0	1	35
HBASE-10000	19	20	0	3	1	4	0	1	39
HBASE-10000	20	21	0	3	1	4	0	1	50
HBASE-10000	21	22	0	3	1	4	0	1	58
HBASE-10000	22	23	0	3	1	4	0	1	64
HBASE-10000	23	294	0	3	1	4	0	1	70
HBASE-10000	294	670	1	3	1	4	0	1	71
HBASE-6363	0	6	0	5	1	4	0	0	2
HBASE-6363	6	9	0	5	1	4	0	0	4
HBASE-6363	9	10	0	5	1	4	0	0	6
HBASE-6363	10	11	1	5	1	4	0	0	11
HBASE-5840	0	4	0	3	1	1	0	0	1
HBASE-5840	4	5	0	3	1	1	0	0	4
HBASE-5840	5	7	0	3	1	1	0	0	5
HBASE-5840	7	8	0	3	1	1	0	0	6
HBASE-5840	8	10	0	3	1	1	0	0	7
HBASE-5840	10	11	0	3	1	1	0	0	11
HBASE-5840	11	12	0	3	1	1	0	0	12
HBASE-5840	12	13	0	3	1	1	0	0	16
HBASE-5840	13	27	0	3	1	1	0	0	17
HBASE-5840	27	28	0	3	1	1	0	0	18
HBASE-5840	28	29	1	3	1	1	0	0	20
HBASE-4728	0	300	1	3	0	1	0	0	1
HBASE-3030	0	5	1	3	1	1	0	0	3
HBASE-5414	0	34	0	3	1	7	0	0	10
HBASE-5414	34	432	0	3	1	7	0	0	11
HBASE-5414	432	2651	0	3	1	7	0	0	12
HBASE-6403	0	905	0	4	0	1	0	0	2
HBASE-6403	905	2499	0	4	0	1	0	0	3
HBASE-17845	0	160	0	4	0	7	0	0	2
HBASE-17845	160	783	0	4	0	7	0	0	4
HBASE-8611	0	4	0	3	1	6	0	0	7
HBASE-8611	4	10	0	3	1	6	0	0	8
HBASE-8611	10	11	0	3	1	6	0	0	11
HBASE-8611	11	13	0	3	1	6	0	0	12
HBASE-8611	13	14	0	3	1	6	0	0	13
HBASE-8611	14	24	0	3	1	6	0	0	14
HBASE-8611	24	25	0	3	1	6	0	0	16
HBASE-8611	25	153	0	3	1	6	0	0	17
HBASE-8611	153	157	0	3	1	6	0	0	23
HBASE-8611	157	158	0	3	1	6	0	0	26
HBASE-8611	158	160	1	3	1	6	0	0	29
HBASE-8209	0	1	1	4	1	4	0	0	5
HBASE-21183	0	1	0	3	0	1	0	1	1
HBASE-21183	1	252	0	3	0	1	0	1	2
HBASE-7521	0	1	0	3	1	1	0	0	6
HBASE-7521	1	2	0	3	1	1	0	0	11
HBASE-7521	2	5	0	3	1	1	0	0	14
HBASE-7521	5	6	0	3	1	1	0	0	16
HBASE-7521	6	7	0	3	1	1	0	0	18
HBASE-7521	7	10	0	3	1	1	0	0	19
HBASE-7521	10	13	0	3	1	1	0	0	21
HBASE-7521	13	14	0	3	1	1	0	0	23
HBASE-7521	14	17	0	3	1	1	0	0	24
HBASE-7521	17	19	0	3	1	1	0	0	25
HBASE-7521	19	20	0	3	1	1	0	0	28
HBASE-7521	20	21	0	3	1	1	0	0	30
HBASE-7521	21	22	0	3	1	1	0	0	40
HBASE-7521	22	26	0	3	1	1	0	0	46
HBASE-7521	26	27	0	3	1	1	0	0	47
