,Count,priority,issuetype,is_assigned,comment_count,link_count,affect_count,fix_count,has_priority_change,has_desc_change,has_fix_change,reporter_rep,assignee_workload
54637,6,*3,1,1,*  4,  0,* 0,* 4,0, 0,*1,0.80763359,*34
54711,1,3,7,1,* 77,  4, 0, 1,0, 0,1,0.86666667, 7
54864,1,3,1,*0,  1,  1, 1, 0,0, 0,2,0.70598007,22
54884,3,3,1,1,  3,  0,* 0,* 3,0, 0,1,0.81481481,* 1
54885,2,3,1,1,  6,  0, 1, 2,0, 0,*2,0.85185185,* 1
54902,1,*4,1,1, 25,  0, 0, 1,0, 0,1,0.46666667, 6
55016,1,3,7,1,  1,  1, 0, 1,0,* 3,0,0.78632479,25
55331,1,*2,1,1,  1,  1, 0, 0,0, 0,0,0.83636364,20
55375,6,3,*3,1,*  3,*  1, 0,* 2,0, 0,1,*0.45312500,*26
55376,1,3,*3,1,  4,  1, 0, 2,0, 0,1,0.45312500,26
55377,1,3,*3,1,  4,  1, 0, 2,0, 0,1,0.43939394,26
55379,1,3,*3,1,  4,  1, 0, 2,0, 0,1,0.45588235,25
55381,1,3,*3,1,  4,  1, 0, 2,0, 0,1,0.42105263,25
55386,1,3,*3,1,  5,  1, 0, 1,0, 0,2,0.44791667,25
55431,1,3,*3,1,  6,  5, 0, 0,0, 0,3,0.61464968,25
55455,1,*4,4,1, 17,  1, 0, 1,0, 0,1,0.71666667, 6
55586,1,*5,7,1,  4,  0, 0, 1,0, 0,1,0.52380952, 3
55591,3,3,1,1, 12,  0,* 1,* 3,0, 0,1,0.83050847,*10
55620,9,*2,1,1, 15,*  1,* 1,* 4,*0,* 0,*1,*0.50000000,* 1
56030,1,3,1,*0,  3,  0, 1, 0,0, 0,0,0.55555556, 5
56139,2,*5,*6,1,  5,  0, 1, 1,0, 0,1,0.75000000, 2
56376,1,*1,1,1,  4,  0, 0, 1,0, 0,1,0.61224490, 6
56384,1,3,*7,1, 11,  0, 0, 1,0, 0,1,0.69302326,24
56543,7,3,*1,1, 11,*  0,* 0,* 2,0, 0,*2,*0.72000000,*15
56655,1,3,*2,1, 16,  0, 1, 1,0, 0,1,0.88372093, 6
56662,1,*5,4,1,  7,  0, 0, 0,0, 0,1,0.33333333, 1
56710,1,*2,1,1, 15,  0, 1, 1,0, 1,1,0.91666667, 2
57728,1,3,*6,1, 12,  1, 0, 1,0, 0,1,0.55555556, 7
57772,1,*1,1,1,  3,  0, 1, 1,1, 0,0,0.81114551,23
57793,1,*1,1,1,  8,  0, 3, 1,1, 0,1,0.44715447,36
57913,1,3,*7,1, 10,  0, 0, 1,0, 0,1,0.69302326,27
58063,1,*5,1,1,  6,  0, 2, 1,0, 0,1,0.50000000,39
58125,1,3,7,*0,  0,  1, 0, 0,0, 0,0,0.69302326,27
58278,1,3,*2,1,  7,  2, 0, 0,0, 0,0,0.25000000, 2
58506,1,*2,1,1, 11,  1, 0, 0,0, 0,0,0.65000000, 3
58514,1,*2,1,1, 11,  1, 0, 0,0, 0,0,0.75000000, 3
58796,1,3,1,1,* 71,  1, 0, 1,0, 0,1,0.38461538, 1
59785,1,3,*2,1,  5,  2, 1, 1,0, 0,1,0.50000000, 1
59895,1,*1,1,1, 12,  1, 0, 2,0, 0,1,0.50000000, 4
59905,1,*2,7,1,  6,  0, 1, 1,0, 0,1,0.50000000,50
59924,1,3,*2,1,  5,  0, 1, 1,0, 0,0,0.62500000, 1
60038,1,3,*3,1,  4,  1, 0, 1,0, 0,1,0.83950617, 9
60209,2,3,*7,1,  4,  0, 1, 1,0,* 1,1,0.87990196,36
60654,1,*5,1,1,  1,  0, 1, 1,0, 0,0,0.50000000, 1
60806,1,*5,1,1,  0,  1, 0, 1,0, 0,1,0.80434783,17
60810,1,3,*6,1,  8,  0, 0, 1,0, 0,1,0.90909091, 1
60969,1,3,*6,1,  2,  0, 0, 1,0, 0,1,0.86710240,22
61117,1,3,*3,1, 21,  0, 0, 1,0, 0,1,0.60000000, 6
61160,10,*3,*1,1,*  8,*  0,* 1,* 2,0,* 0,*2,*0.61666667,*18
61161,10,*3,*1,1,*  8,*  0,* 1,* 2,0,* 0,*2,*0.60655738,*18
61163,2,3,1,1,  8,  0,* 1, 2,0, 0,*2,0.60317460,18
61177,1,3,*3,1,  4,  0, 0, 1,0, 0,1,0.86739130,21
61179,1,*2,1,1,  1,  1, 0, 1,0, 1,1,0.82068966,26
61191,2,*2,1,1, 10,  0, 1, 1,0, 0,1,0.33333333,* 1
61197,5,*2,1,1, 14,  0, 1, 1,*0, 0,*4,*0.33333333,* 1
61203,1,3,7,*0,  9,  0, 0, 0,0, 0,0,0.77707006,27
61265,1,3,*6,1,  3,  0, 0, 1,0, 0,1,0.33333333, 1
61287,1,3,*3,1,  4,  0, 0, 1,0, 0,1,0.69958848,26
61854,1,*2,1,1,  5,  1, 1, 0,0, 1,0,0.50000000, 1
61857,1,*2,1,1,  7,  0, 1, 1,0, 0,0,0.81506849,38
61990,2,3,7,1,* 64,  0, 0, 1,0,* 6,1,0.78220452,41
61995,2,3,7,1,* 76,  1, 0, 1,0,* 6,1,0.79243119,18
61996,2,3,7,1,* 76,  1, 0, 1,0,* 6,1,0.78107811,18
62100,1,*5,7,1,  8,  0, 0, 0,0, 0,0,0.65217391, 5
62102,1,*5,7,1,  8,  0, 0, 0,0, 0,0,0.66666667, 5
62116,1,*5,7,1, 11,  0, 0, 1,0, 0,1,0.61111111, 5
62133,1,3,*3,1,  6,  0, 0, 1,0, 0,1,0.66666667, 6
62158,1,3,*3,1, 29,  0, 1, 0,0, 0,0,0.71794872,24
62332,1,3,7,1,* 87,  2, 1, 1,0, 0,1,0.84210526,40
62386,1,3,4,*0,  3,  2, 1, 0,0, 0,1,0.63265306,16
62531,1,3,*6,1,  2,  0, 0, 1,0, 0,1,0.63636364, 7
62537,1,3,1,1,  8,*  3, 1, 1,0, 0,1,0.83919598,25
62539,1,*1,1,1,  9,  3, 1, 2,1, 0,2,0.84924623,25
62548,1,*1,1,1,  9,  1, 1, 1,0, 0,1,0.84924623, 5
62553,1,*1,1,1,  2,  1, 1, 0,0, 0,0,0.86000000,25
62588,3,3,*3,1,* 12,  0, 0, 0,0, 1,*0,0.80620155,13
63053,1,4,4,1,  9,  0, 0, 1,*1, 0,1,0.73529412, 6
63147,1,*1,1,1,  8,  2, 1, 1,1, 2,1,0.64495798,44
63263,1,*1,1,1,  3,  0, 0, 1,0, 0,1,0.50000000,15
63425,1,*5,1,1,  0,  1, 1, 1,0, 0,1,0.80208333,18
63490,1,1,1,1,  9,  0, 0, 1,*2, 2,0,0.50000000, 7
63571,1,3,1,1, 58,  0, 1, 1,*1, 0,1,0.62500000,10
63664,1,3,4,1,*112,  2, 2, 1,0, 0,1,0.77124183, 5
63935,1,3,7,1, 27,  1, 0, 1,0, 1,*5,0.64039409,10
63936,5,3,*7,1, 27,  1,* 0, 1,0,* 1,*5,0.65365854,*10
63937,11,3,*7,*1,* 28,*  1,* 0,* 1,*0,* 1,*5,*0.65365854,*10
63938,10,3,*7,*1,* 29,*  1,* 0,* 1,*0,* 1,*5,0.65365854,*10
63961,1,*1,7,1,  7,  0, 1, 1,1, 0,3,0.68303571,27
